76437,91.5
44023,90.0
39813,83.3
97321,94.6
12301,100.4
87001,96.3
70656,87.9
18001,100.8
15946,90.7
79010,93.0
50010,91.6
99501,109.2
49229,101.8
35096,83.8
54106,91.9
37821,92.6
30530,90.8
31016,96.3
08037,103.5
36801,84.6
30802,88.3
76511,100.0
93203,96.7
20701,107.2
04928,95.7
02532,103.9
70346,93.0
48813,90.6
48601,86.9
77611,89.8
25007,78.8
98220,99.4
97701,99.0
59001,97.5
13730,95.9
36006,88.8
58444,93.9
24023,88.5
46120,93.7
17756,93.3
83602,94.8
01901,111.1
80020,108.9
42101,85.1
98061,106.4
06901,120.1
78520,83.8
31503,85.6
14001,94.4
27043,89.4
05401,104.6
43903,88.6
33901,95.9
62914,82.7
62272,83.5
89701,95.6
82601,97.6
50651,89.3
17021,94.2
60917,93.7
25699,87.3
29018,96.2
28006,93.5
22901,97.9
37110,89.3
82001,97.4
46401,103.8
95901,99.0
45001,89.6
37010,90.4
37307,83.4
44001,90.2
83801,94.0
76556,93.3
80106,99.6
65010,91.4
29002,91.8
36027,89.3
46124,88.8
43721,93.0
78330,93.4
97321,100.3
26710,88.1
75001,100.2
30540,83.4
60932,80.4
36502,91.3
61201,90.2
45003,90.0
35016,84.3
61749,86.1
32102,95.4
80001,106.0
50001,94.5
48727,95.9
36016,84.1
19901,94.4
52237,91.5
54820,90.3
27701,95.2
18014,97.1
54433,91.2
92004,89.3
40051,85.3
46507,90.2
14805,95.3
79821,88.7
74630,90.4
16401,92.7
97324,97.8
47523,89.4
99701,106.6
56514,92.6
87037,91.0
28301,89.9
64831,89.5
85931,98.0
48501,90.4
29069,85.5
35582,84.2
53919,87.1
80503,101.9
74743,84.6
46562,89.9
93204,96.3
35121,83.3
32008,94.3
30501,88.5
17301,96.1
12801,96.4
27830,86.8
56517,93.2
68628,85.9
81501,94.0
48809,93.5
97497,93.4
59401,92.6
80020,99.2
54101,91.1
28127,89.8
27811,88.1
28782,89.6
39426,89.2
25401,100.5
70401,85.3
93202,94.1
17307,96.6
22801,88.6
06001,101.5
39401,82.1
28037,86.7
29901,94.6
30427,90.3
34423,87.4
71901,85.2
70030,90.8
77617,101.6
25669,86.0
35610,89.4
83120,89.8
46030,92.8
52201,95.7
13045,106.4
48827,89.6
39041,90.1
38301,82.1
32003,95.8
28445,92.7
53114,91.7
65001,82.2
37601,88.0
15531,86.7
72401,81.8
64748,87.8
96708,106.5
49001,91.2
60401,96.3
64429,93.7
98930,97.1
76501,91.6
24201,85.1
12401,103.6
37701,88.5
46031,85.7
54601,93.1
70339,88.7
70542,88.1
85360,91.8
33547,92.9
17501,99.4
48805,93.0
78040,89.1
88001,91.1
88901,97.8
66006,92.7
73006,89.7
17517,95.4
99347,90.7
04210,94.3
40311,91.3
45801,87.1
68003,92.5
71601,90.5
84304,91.1
75451,90.9
98581,94.3
47104,91.0
79235,93.2
22922,89.8
31004,86.2
93601,94.7
53901,97.7
03031,108.5
66401,92.3
55332,90.2
44805,86.3
78501,84.5
96044,97.6
38101,91.0
95301,94.1
33101,107.6
46532,85.7
48612,91.8
79701,100.8
53002,95.6
54002,102.3
59801,95.8
36505,87.4
95230,97.8
71201,84.7
49228,94.0
36003,89.1
26287,91.5
37708,79.5
98221,97.9
46001,86.9
49303,87.5
28439,91.1
95476,121.9
34101,100.9
38401,94.4
28501,85.4
06401,111.4
70001,95.2
12531,122.0
49022,89.0
06231,101.0
34420,90.2
08202,106.1
79707,96.8
84010,95.1
74824,91.6
98501,106.9
68002,93.4
33848,98.0
54901,91.1
42301,87.0
90265,117.2
32815,95.6
32401,93.7
43787,86.9
32501,92.3
61321,90.8
17527,105.9
85201,97.1
71601,82.9
15201,94.3
01008,96.2
83201,88.9
03901,101.7
97002,101.7
33438,96.7
85324,95.6
02048,99.7
84003,96.8
81001,91.5
33917,94.7
53105,93.2
27703,95.9
57626,90.8
17555,96.2
96001,97.4
89402,98.7
22942,96.1
93516,107.4
24001,90.3
55027,93.9
13143,98.0
60033,89.9
27801,83.9
30103,81.1
95602,102.0
48601,88.8
55320,91.8
84720,94.6
64401,86.5
65041,90.8
97002,95.9
93426,108.1
21801,89.3
82930,99.4
76861,93.9
78002,94.4
91901,116.3
95377,124.7
93210,127.1
93252,107.1
95001,124.8
87010,99.8
95401,121.0
30446,93.6
17814,92.3
98401,110.5
34951,91.6
33825,82.6
53001,90.4
75020,92.1
71004,89.9
85602,89.6
57001,88.9
56144,92.4
46506,88.7
29301,87.7
99001,95.2
62601,91.0
01001,97.4
65463,87.8
45314,87.9
16666,102.8
22812,84.8
95632,99.6
29001,86.0
13020,96.7
32301,93.0
33503,99.8
47427,87.2
75501,87.6
33513,93.1
43502,88.7
66002,89.1
08501,111.3
85321,95.8
74859,90.7
35006,88.4
83301,"(NA)"
75103,93.7
13032,93.7
31601,80.9
95612,117.6
77465,94.2
08270,100.0
23001,97.9
93201,94.4
76524,91.6
99323,94.6
31005,88.5
22712,119.1
50148,90.9
13083,98.6
54401,91.1
43901,84.5
98801,95.2
43713,85.9
67201,90.2
76228,89.8
17701,92.7
28401,93.4
25431,92.0
28621,89.0
01601,103.6
98901,93.6
17301,96.5
44062,87.5
95626,97.1
85333,91.4
