"GeoFips","GeoName","LineCode","Description","2016"
"39900","Reno, NV (Metropolitan Statistical Area)","1","RPPs: All items",98.7
"40060","Richmond, VA (Metropolitan Statistical Area)","1","RPPs: All items",96.1
"40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)","1","RPPs: All items",107.4
"40220","Roanoke, VA (Metropolitan Statistical Area)","1","RPPs: All items",90.3
"40340","Rochester, MN (Metropolitan Statistical Area)","1","RPPs: All items",93.9
"40380","Rochester, NY (Metropolitan Statistical Area)","1","RPPs: All items",98.0
"40420","Rockford, IL (Metropolitan Statistical Area)","1","RPPs: All items",89.9
"40580","Rocky Mount, NC (Metropolitan Statistical Area)","1","RPPs: All items",83.9
"40660","Rome, GA (Metropolitan Statistical Area)","1","RPPs: All items",81.1
"40900","Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)","1","RPPs: All items",102.0
"40980","Saginaw, MI (Metropolitan Statistical Area)","1","RPPs: All items",88.8
"41060","St. Cloud, MN (Metropolitan Statistical Area)","1","RPPs: All items",91.8
"41100","St. George, UT (Metropolitan Statistical Area)","1","RPPs: All items",94.6
"41140","St. Joseph, MO-KS (Metropolitan Statistical Area)","1","RPPs: All items",86.5
"41180","St. Louis, MO-IL (Metropolitan Statistical Area)","1","RPPs: All items",90.8
"41420","Salem, OR (Metropolitan Statistical Area)","1","RPPs: All items",95.9
"41500","Salinas, CA (Metropolitan Statistical Area)","1","RPPs: All items",108.1
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)","1","RPPs: All items",89.3
"41620","Salt Lake City, UT (Metropolitan Statistical Area)","1","RPPs: All items",99.4
"41660","San Angelo, TX (Metropolitan Statistical Area)","1","RPPs: All items",93.9
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","1","RPPs: All items",94.4
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)","1","RPPs: All items",116.3
"41860","San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","1","RPPs: All items",124.7
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","1","RPPs: All items",127.1
