"GeoFips","GeoName","LineCode","Description","2016"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)","1","RPPs: All items",107.1
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","1","RPPs: All items",124.8
"42140","Santa Fe, NM (Metropolitan Statistical Area)","1","RPPs: All items",99.8
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","1","RPPs: All items",109.5
"42220","Santa Rosa, CA (Metropolitan Statistical Area)","1","RPPs: All items",121.0
"42340","Savannah, GA (Metropolitan Statistical Area)","1","RPPs: All items",93.6
"42540","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)","1","RPPs: All items",92.3
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","1","RPPs: All items",110.5
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","1","RPPs: All items",91.6
"42700","Sebring, FL (Metropolitan Statistical Area)","1","RPPs: All items",82.6
"43100","Sheboygan, WI (Metropolitan Statistical Area)","1","RPPs: All items",90.4
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","1","RPPs: All items",92.1
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","1","RPPs: All items",89.9
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","1","RPPs: All items",89.6
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","1","RPPs: All items",88.9
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","1","RPPs: All items",92.4
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","1","RPPs: All items",88.7
"43900","Spartanburg, SC (Metropolitan Statistical Area)","1","RPPs: All items",87.7
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","1","RPPs: All items",95.2
"44100","Springfield, IL (Metropolitan Statistical Area)","1","RPPs: All items",91.0
"44140","Springfield, MA (Metropolitan Statistical Area)","1","RPPs: All items",97.4
"44180","Springfield, MO (Metropolitan Statistical Area)","1","RPPs: All items",87.8
"44220","Springfield, OH (Metropolitan Statistical Area)","1","RPPs: All items",87.9
"44300","State College, PA (Metropolitan Statistical Area)","1","RPPs: All items",102.8
"44420","Staunton-Waynesboro, VA (Metropolitan Statistical Area)","1","RPPs: All items",84.8
"44700","Stockton-Lodi, CA (Metropolitan Statistical Area)","1","RPPs: All items",99.6
"44940","Sumter, SC (Metropolitan Statistical Area)","1","RPPs: All items",86.0
"45060","Syracuse, NY (Metropolitan Statistical Area)","1","RPPs: All items",96.7
"45220","Tallahassee, FL (Metropolitan Statistical Area)","1","RPPs: All items",93.0
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","1","RPPs: All items",99.8
"45460","Terre Haute, IN (Metropolitan Statistical Area)","1","RPPs: All items",87.2
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","1","RPPs: All items",87.6
"45540","The Villages, FL (Metropolitan Statistical Area)","1","RPPs: All items",93.1
"45780","Toledo, OH (Metropolitan Statistical Area)","1","RPPs: All items",88.7
"45820","Topeka, KS (Metropolitan Statistical Area)","1","RPPs: All items",89.1
"45940","Trenton, NJ (Metropolitan Statistical Area)","1","RPPs: All items",111.3
"46060","Tucson, AZ (Metropolitan Statistical Area)","1","RPPs: All items",95.8
"46140","Tulsa, OK (Metropolitan Statistical Area)","1","RPPs: All items",90.7
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","1","RPPs: All items",88.4
"46300","Twin Falls, ID (Metropolitan Statistical Area)2/","1","RPPs: All items","(NA)"
"46340","Tyler, TX (Metropolitan Statistical Area)","1","RPPs: All items",93.7
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","1","RPPs: All items",124.4
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","1","RPPs: All items",93.7
"46660","Valdosta, GA (Metropolitan Statistical Area)","1","RPPs: All items",80.9
"46700","Vallejo-Fairfield, CA (Metropolitan Statistical Area)","1","RPPs: All items",117.6
"47020","Victoria, TX (Metropolitan Statistical Area)","1","RPPs: All items",94.2
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","1","RPPs: All items",100.0
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","1","RPPs: All items",97.9
"47300","Visalia-Porterville, CA (Metropolitan Statistical Area)","1","RPPs: All items",94.4
"47380","Waco, TX (Metropolitan Statistical Area)","1","RPPs: All items",91.6
"47460","Walla Walla, WA (Metropolitan Statistical Area)","1","RPPs: All items",94.6
"47580","Warner Robins, GA (Metropolitan Statistical Area)","1","RPPs: All items",88.5
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)","1","RPPs: All items",119.1
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","1","RPPs: All items",90.9
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","1","RPPs: All items",98.6
"48140","Wausau, WI (Metropolitan Statistical Area)","1","RPPs: All items",91.1
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","1","RPPs: All items",84.5
"48300","Wenatchee, WA (Metropolitan Statistical Area)","1","RPPs: All items",95.2
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)","1","RPPs: All items",85.9
"48620","Wichita, KS (Metropolitan Statistical Area)","1","RPPs: All items",90.2
"48660","Wichita Falls, TX (Metropolitan Statistical Area)","1","RPPs: All items",89.8
"48700","Williamsport, PA (Metropolitan Statistical Area)","1","RPPs: All items",92.7
"48900","Wilmington, NC (Metropolitan Statistical Area)","1","RPPs: All items",93.4
"49020","Winchester, VA-WV (Metropolitan Statistical Area)","1","RPPs: All items",92.0
"49180","Winston-Salem, NC (Metropolitan Statistical Area)","1","RPPs: All items",89.0
"49340","Worcester, MA-CT (Metropolitan Statistical Area)","1","RPPs: All items",103.6
"49420","Yakima, WA (Metropolitan Statistical Area)","1","RPPs: All items",93.6
"49620","York-Hanover, PA (Metropolitan Statistical Area)","1","RPPs: All items",96.5
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)","1","RPPs: All items",87.5
"49700","Yuba City, CA (Metropolitan Statistical Area)","1","RPPs: All items",97.1
"49740","Yuma, AZ (Metropolitan Statistical Area)","1","RPPs: All items",91.4
