,zip,city,state,latitude,longitude,population,pop_45-49,pop_50-54,pop_55-59,pop_60-64,pop_65-69,pop_70-74,pop_75-inf
0,00210,Portsmouth,NH,43.005895,-71.013202,0.0,0.0,0.0,0.0,,,,
1,00211,Portsmouth,NH,43.005895,-71.013202,0.0,0.0,0.0,0.0,,,,
2,00212,Portsmouth,NH,43.005895,-71.013202,0.0,0.0,0.0,0.0,,,,
3,00213,Portsmouth,NH,43.005895,-71.013202,0.0,0.0,0.0,0.0,,,,
4,00214,Portsmouth,NH,43.005895,-71.013202,0.0,0.0,0.0,0.0,,,,
5,00215,Portsmouth,NH,43.005895,-71.013202,0.0,0.0,0.0,0.0,,,,
6,00501,Holtsville,NY,40.922326,-72.637078,0.0,0.0,0.0,0.0,,,,
7,00544,Holtsville,NY,40.922326,-72.637078,0.0,0.0,0.0,0.0,,,,
8,00601,Adjuntas,PR,18.180103,-66.74947,17599.0,,,,,,,
9,00602,Aguada,PR,18.363285,-67.18024,39209.0,,,,,,,
10,00603,Aguadilla,PR,18.448619,-67.13422,50135.0,,,,,,,
11,00604,Aguadilla,PR,18.498987,-67.13699,0.0,0.0,0.0,0.0,,,,
12,00605,Aguadilla,PR,18.465162,-67.141486,0.0,0.0,0.0,0.0,,,,
13,00606,Maricao,PR,18.182151,-66.9588,6304.0,,,,,,,
14,00607,Aguas Buenas,PR,18.256995,-66.10465699999999,0.0,0.0,0.0,0.0,,,,
15,00609,Aibonito,PR,18.142001999999998,-66.273278,0.0,0.0,0.0,0.0,,,,
16,00610,Anasco,PR,18.288319,-67.13604000000001,27590.0,,,,,,,
17,00611,Angeles,PR,18.279531,-66.80216999999999,0.0,0.0,0.0,0.0,,,,
18,00612,Arecibo,PR,18.449732,-66.69879,62566.0,,,,,,,
19,00613,Arecibo,PR,18.458092999999998,-66.732732,0.0,0.0,0.0,0.0,,,,
20,00614,Arecibo,PR,18.429675,-66.67450600000001,0.0,0.0,0.0,0.0,,,,
21,00615,Arroyo,PR,17.96977,-66.061459,0.0,0.0,0.0,0.0,,,,
22,00616,Bajadero,PR,18.426748,-66.67669000000001,10687.0,,,,,,,
23,00617,Barceloneta,PR,18.455499,-66.55575,24508.0,,,,,,,
24,00618,Barranquitas,PR,18.185463000000002,-66.30582700000001,0.0,0.0,0.0,0.0,,,,
25,00622,Boqueron,PR,18.003125,-67.16745,7405.0,,,,,,,
26,00623,Cabo Rojo,PR,18.08643,-67.15222,42321.0,,,,,,,
27,00624,Penuelas,PR,18.055398999999998,-66.72601999999999,23238.0,,,,,,,
28,00625,Caguas,PR,18.232109,-66.039087,0.0,0.0,0.0,0.0,,,,
29,00626,Caguas,PR,18.235003,-66.037318,0.0,0.0,0.0,0.0,,,,
30,00627,Camuy,PR,18.435246,-66.85644,32936.0,,,,,,,
31,00631,Castaner,PR,18.186739000000006,-66.85174,1555.0,,,,,,,
32,00633,Cayey,PR,18.194526999999997,-66.18346700000001,0.0,0.0,0.0,0.0,,,,
33,00634,Cayey,PR,18.111528,-66.177083,0.0,0.0,0.0,0.0,,,,
34,00635,Ceiba,PR,18.262902,-65.646529,0.0,0.0,0.0,0.0,,,,
35,00636,Rosario,PR,18.113284,-67.03970600000001,0.0,0.0,0.0,0.0,,,,
36,00637,Sabana Grande,PR,18.073078,-66.94864,23610.0,,,,,,,
37,00638,Ciales,PR,18.308139,-66.49835,17202.0,,,,,,,
38,00639,Cidra,PR,18.176094,-66.158728,0.0,0.0,0.0,0.0,,,,
39,00640,Coamo,PR,18.077197,-66.359104,0.0,0.0,0.0,0.0,,,,
40,00641,Utuado,PR,18.268895999999998,-66.70519,28332.0,,,,,,,
41,00643,Corozal,PR,18.341254,-66.31519399999999,0.0,0.0,0.0,0.0,,,,
42,00644,Coto Laurel,PR,18.049577,-66.55218,0.0,0.0,0.0,0.0,,,,
43,00645,Culebra,PR,18.308508,-65.304732,0.0,0.0,0.0,0.0,,,,
44,00646,Dorado,PR,18.442798,-66.27689000000001,38008.0,,,,,,,
45,00647,Ensenada,PR,17.964529000000006,-66.93993,5610.0,,,,,,,
46,00648,Fajardo,PR,18.333038000000002,-65.656182,0.0,0.0,0.0,0.0,,,,
47,00650,Florida,PR,18.363331,-66.56773000000001,14664.0,,,,,,,
48,00652,Garrochales,PR,18.457453,-66.61216999999999,3681.0,,,,,,,
49,00653,Guanica,PR,17.992112,-66.90097,11717.0,,,,,,,
50,00654,Jobos,PR,17.979518,-66.11721899999999,0.0,0.0,0.0,0.0,,,,
51,00655,Olimpo,PR,17.976371,-66.116795,0.0,0.0,0.0,0.0,,,,
52,00656,Guayanilla,PR,18.038866,-66.79168,19546.0,,,,,,,
53,00658,Gurabo,PR,18.254137,-65.973605,0.0,0.0,0.0,0.0,,,,
54,00659,Hatillo,PR,18.432956,-66.80039000000001,40978.0,,,,,,,
55,00660,Hormigueros,PR,18.139108,-67.12085,16474.0,,,,,,,
56,00661,Humacao,PR,18.150829,-65.826595,0.0,0.0,0.0,0.0,,,,
57,00662,Isabela,PR,18.478855,-67.01973000000001,41341.0,,,,,,,
58,00664,Jayuya,PR,18.212564999999998,-66.59243000000001,15396.0,,,,,,,
59,00665,Ponce,PR,18.044224,-66.502103,0.0,0.0,0.0,0.0,,,,
60,00666,Juncos,PR,18.228952,-65.921356,0.0,0.0,0.0,0.0,,,,
61,00667,Lajas,PR,18.017819,-67.04226,24089.0,,,,,,,
62,00669,Lares,PR,18.288418,-66.87503000000001,26510.0,,,,,,,
63,00670,Las Marias,PR,18.241343,-66.97604,8797.0,,,,,,,
64,00671,Las Piedras,PR,18.1789,-65.869939,0.0,0.0,0.0,0.0,,,,
65,00674,Manati,PR,18.426137,-66.48697,40826.0,,,,,,,
66,00676,Moca,PR,18.37956,-67.08424000000001,37862.0,,,,,,,
67,00677,Rincon,PR,18.336121,-67.23675,14569.0,,,,,,,
68,00678,Quebradillas,PR,18.442334,-66.93275,26642.0,,,,,,,
69,00680,Mayaguez,PR,18.205232000000002,-67.12655,48035.0,,,,,,,
70,00681,Mayaguez,PR,18.219023,-67.50806800000001,0.0,0.0,0.0,0.0,,,,
71,00682,Mayaguez,PR,18.208402,-67.15428,32820.0,,,,,,,
72,00683,San German,PR,18.092807,-67.04524,31627.0,,,,,,,
73,00685,San Sebastian,PR,18.332595,-66.98104000000001,38849.0,,,,,,,
74,00687,Morovis,PR,18.317079999999997,-66.41528000000001,31785.0,,,,,,,
75,00688,Sabana Hoyos,PR,18.40415,-66.61348000000001,12360.0,,,,,,,
76,00690,San Antonio,PR,18.495369,-67.09867,5587.0,,,,,,,
77,00692,Vega Alta,PR,18.419666,-66.33185999999999,36218.0,,,,,,,
78,00693,Vega Baja,PR,18.440667,-66.3921,56327.0,,,,,,,
79,00694,Vega Baja,PR,18.443109,-66.398302,88.0,,,,,,,
80,00698,Yauco,PR,18.06547,-66.85587,37493.0,,,,,,,
81,00703,Aguas Buenas,PR,18.246205,-66.12827,27137.0,,,,,,,
82,00704,Aguirre,PR,17.970112,-66.22291,7842.0,,,,,,,
83,00705,Aibonito,PR,18.12942,-66.26541,23831.0,,,,,,,
84,00707,Maunabo,PR,18.014505,-65.91018000000001,11240.0,,,,,,,
85,00714,Arroyo,PR,17.987288,-66.05552,18363.0,,,,,,,
86,00715,Mercedita,PR,18.003492,-66.55868000000001,3645.0,,,,,,,
87,00716,Ponce,PR,17.999066,-66.59965,29191.0,,,,,,,
88,00717,Ponce,PR,18.004303,-66.61374,17285.0,,,,,,,
89,00718,Naguabo,PR,18.22048,-65.74293,26073.0,,,,,,,
90,00719,Naranjito,PR,18.294570999999998,-66.25098,29684.0,,,,,,,
91,00720,Orocovis,PR,18.217827,-66.42265,21753.0,,,,,,,
92,00721,Palmer,PR,18.364161,-65.778288,0.0,0.0,0.0,0.0,,,,
93,00723,Patillas,PR,18.023196,-66.0131,17826.0,,,,,,,
94,00725,Caguas,PR,18.233926999999998,-66.04502,82822.0,,,,,,,
95,00726,Caguas,PR,18.212965,-66.058033,0.0,0.0,0.0,0.0,,,,
96,00727,Caguas,PR,18.23,-66.03,56023.0,,,,,,,
97,00728,Ponce,PR,18.013353,-66.65218,40326.0,,,,,,,
98,00729,Canovanas,PR,18.35615,-65.89089,52244.0,,,,,,,
99,00730,Ponce,PR,18.022626000000002,-66.61726999999999,32735.0,,,,,,,
100,00731,Ponce,PR,18.077329000000002,-66.61192,13862.0,,,,,,,
101,00732,Ponce,PR,18.021781,-66.613742,0.0,0.0,0.0,0.0,,,,
102,00733,Ponce,PR,18.019331,-66.619165,0.0,0.0,0.0,0.0,,,,
103,00734,Ponce,PR,17.999499,-66.643934,0.0,0.0,0.0,0.0,,,,
104,00735,Ceiba,PR,18.258444,-65.65987,12749.0,,,,,,,
105,00736,Cayey,PR,18.112895,-66.15377,48476.0,,,,,,,
106,00737,Cayey,PR,18.102967,-66.139274,0.0,0.0,0.0,0.0,,,,
107,00738,Fajardo,PR,18.32265,-65.66116,31558.0,,,,,,,
108,00739,Cidra,PR,18.16984,-66.16271,37380.0,,,,,,,
109,00740,Puerto Real,PR,18.331711,-65.62761,1517.0,,,,,,,
110,00741,Punta Santiago,PR,18.160754999999998,-65.75765,5168.0,,,,,,,
111,00742,Roosevelt Roads,PR,18.264872,-65.594769,0.0,0.0,0.0,0.0,,,,
112,00744,Rio Blanco,PR,18.206329,-65.74305799999999,0.0,0.0,0.0,0.0,,,,
113,00745,Rio Grande,PR,18.366213000000002,-65.82276999999999,52624.0,,,,,,,
114,00747,Lluveras,PR,18.069474,-66.952589,0.0,0.0,0.0,0.0,,,,
115,00748,Fajardo,PR,18.326732,-65.652484,0.0,0.0,0.0,0.0,,,,
116,00751,Salinas,PR,17.993803,-66.26534000000001,22174.0,,,,,,,
117,00752,San Antonio,PR,18.493745,-67.097726,0.0,0.0,0.0,0.0,,,,
118,00754,San Lorenzo,PR,18.15633,-65.96831,38636.0,,,,,,,
119,00757,Santa Isabel,PR,17.98631,-66.39457,22475.0,,,,,,,
120,00761,Utuado,PR,18.265445,-66.702364,0.0,0.0,0.0,0.0,,,,
121,00762,Vega Alta,PR,18.420218,-66.32428399999999,0.0,0.0,0.0,0.0,,,,
122,00763,Monserrate,PR,18.452175,-66.399836,0.0,0.0,0.0,0.0,,,,
123,00764,Vega Baja,PR,18.452084,-66.397138,0.0,0.0,0.0,0.0,,,,
124,00765,Vieques,PR,18.125664,-65.45603,8721.0,,,,,,,
125,00766,Villalba,PR,18.126023,-66.48208000000001,23931.0,,,,,,,
126,00767,Yabucoa,PR,18.072751999999998,-65.89703,35042.0,,,,,,,
127,00768,Yauco,PR,18.030715,-66.856181,0.0,0.0,0.0,0.0,,,,
128,00769,Coamo,PR,18.092813,-66.3611,39605.0,,,,,,,
129,00771,Las Piedras,PR,18.18744,-65.87088,37705.0,,,,,,,
130,00772,Loiza,PR,18.427674,-65.87605,20784.0,,,,,,,
131,00773,Luquillo,PR,18.361344,-65.72133000000001,18952.0,,,,,,,
132,00775,Culebra,PR,18.311149,-65.29257,1480.0,,,,,,,
133,00777,Juncos,PR,18.224088000000002,-65.91315999999999,40611.0,,,,,,,
134,00778,Gurabo,PR,18.258628,-65.97791,46852.0,,,,,,,
135,00780,Coto Laurel,PR,18.068538,-66.55939000000001,11679.0,,,,,,,
136,00782,Comerio,PR,18.223348,-66.2267,18196.0,,,,,,,
137,00783,Corozal,PR,18.304873999999998,-66.32305,34240.0,,,,,,,
138,00784,Guayama,PR,17.984137,-66.12779,41417.0,,,,,,,
139,00785,Guayama,PR,18.018822,-66.795603,0.0,0.0,0.0,0.0,,,,
140,00786,La Plata,PR,18.128092000000002,-66.26871700000001,249.0,,,,,,,
141,00791,Humacao,PR,18.147257,-65.82269000000001,49551.0,,,,,,,
142,00792,Humacao,PR,18.138029,-65.788499,0.0,0.0,0.0,0.0,,,,
143,00794,Barranquitas,PR,18.204294,-66.31058,29296.0,,,,,,,
144,00795,Juana Diaz,PR,18.036253,-66.50289000000001,45573.0,,,,,,,
145,00801,St Thomas,VI,18.322285,-64.96371500000001,0.0,0.0,0.0,0.0,,,,
146,00802,St Thomas,VI,18.322285,-64.96371500000001,0.0,0.0,0.0,0.0,,,,
147,00803,St Thomas,VI,18.322285,-64.96371500000001,0.0,0.0,0.0,0.0,,,,
148,00804,St Thomas,VI,18.322285,-64.96371500000001,0.0,0.0,0.0,0.0,,,,
149,00805,St Thomas,VI,18.322285,-64.96371500000001,0.0,0.0,0.0,0.0,,,,
150,00820,Christiansted,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
151,00821,Christiansted,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
152,00822,Christiansted,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
153,00823,Christiansted,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
154,00824,Christiansted,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
155,00830,St John,VI,18.32816,-64.740737,0.0,0.0,0.0,0.0,,,,
156,00831,St John,VI,18.32816,-64.740737,0.0,0.0,0.0,0.0,,,,
157,00840,Frederiksted,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
158,00841,Frederiksted,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
159,00850,Kingshill,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
160,00851,Kingshill,VI,17.734211,-64.73469399999999,0.0,0.0,0.0,0.0,,,,
161,00901,San Juan,PR,18.465426,-66.10786,6540.0,,,,,,,
162,00902,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
163,00906,San Juan,PR,18.46454,-66.10079,91.0,,,,,,,
164,00907,San Juan,PR,18.451131,-66.07798000000001,16819.0,,,,,,,
165,00908,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
166,00909,San Juan,PR,18.442282000000002,-66.06764,5430.0,,,,,,,
167,00910,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
168,00911,San Juan,PR,18.45009,-66.0577,7617.0,,,,,,,
169,00912,San Juan,PR,18.445946,-66.05928,5920.0,,,,,,,
170,00913,San Juan,PR,18.450907,-66.04256,8495.0,,,,,,,
171,00914,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
172,00915,San Juan,PR,18.436995,-66.04888000000001,27534.0,,,,,,,
173,00916,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
174,00917,San Juan,PR,18.422263,-66.0513,18316.0,,,,,,,
175,00918,San Juan,PR,18.417668,-66.06494,16595.0,,,,,,,
176,00919,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
177,00920,San Juan,PR,18.41242,-66.09069000000001,16698.0,,,,,,,
178,00921,San Juan,PR,18.394019,-66.08633,35161.0,,,,,,,
179,00922,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
180,00923,San Juan,PR,18.410681,-66.03806,24754.0,,,,,,,
181,00924,San Juan,PR,18.401917,-66.01194,51699.0,,,,,,,
182,00925,San Juan,PR,18.400006,-66.05028,6796.0,,,,,,,
183,00926,San Juan,PR,18.361363,-66.0562,99106.0,,,,,,,
184,00927,San Juan,PR,18.39184,-66.06867,13503.0,,,,,,,
185,00928,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
186,00929,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
187,00930,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
188,00931,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
189,00933,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
190,00934,Fort Buchanan,PR,18.413511,-66.12198000000001,25.0,,,,,,,
191,00935,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
192,00936,San Juan,PR,18.410462,-66.06053299999999,749.0,,,,,,,
193,00937,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
194,00938,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
195,00939,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
196,00940,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
197,00949,Toa Baja,PR,18.433173,-66.2042,76058.0,,,,,,,
198,00950,Toa Baja,PR,18.457760999999998,-66.196503,0.0,,,,,,,
199,00951,Toa Baja,PR,18.457760999999998,-66.196503,0.0,,,,,,,
200,00952,Sabana Seca,PR,18.429218,-66.18014000000001,8467.0,,,,,,,
201,00953,Toa Alta,PR,18.36802,-66.23414,72608.0,,,,,,,
202,00954,Toa Alta,PR,18.358939000000003,-66.258108,0.0,0.0,0.0,0.0,,,,
203,00955,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
204,00956,Bayamon,PR,18.34216,-66.16643,68452.0,,,,,,,
205,00957,Bayamon,PR,18.369674,-66.18669,40738.0,,,,,,,
206,00958,Bayamon,PR,18.34487,-66.166014,0.0,0.0,0.0,0.0,,,,
207,00959,Bayamon,PR,18.387063,-66.15943,47849.0,,,,,,,
208,00960,Bayamon,PR,18.34487,-66.166014,2454.0,,,,,,,
209,00961,Bayamon,PR,18.412461999999998,-66.16033,31017.0,,,,,,,
210,00962,Catano,PR,18.437683,-66.13847,19864.0,,,,,,,
211,00963,Catano,PR,18.443217,-66.13929300000001,0.0,0.0,0.0,0.0,,,,
212,00965,Guaynabo,PR,18.431453,-66.11703,7659.0,,,,,,,
213,00966,Guaynabo,PR,18.398507000000002,-66.11522,16169.0,,,,,,,
214,00968,Guaynabo,PR,18.408479,-66.1025,3368.0,,,,,,,
215,00969,Guaynabo,PR,18.366981,-66.10889,43216.0,,,,,,,
216,00970,Guaynabo,PR,18.359143,-66.11229499999999,0.0,0.0,0.0,0.0,,,,
217,00971,Guaynabo,PR,18.329688,-66.11876,27449.0,,,,,,,
218,00975,San Juan,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
219,00976,Trujillo Alto,PR,18.346767,-66.00561,60134.0,,,,,,,
220,00977,Trujillo Alto,PR,18.337004,-65.990099,0.0,0.0,0.0,0.0,,,,
221,00978,St Just,PR,18.337004,-65.990099,0.0,0.0,0.0,0.0,,,,
222,00979,Carolina,PR,18.431885,-66.0127,15203.0,,,,,,,
223,00981,Carolina,PR,18.410462,-66.06053299999999,0.0,0.0,0.0,0.0,,,,
224,00982,Carolina,PR,18.409345000000002,-65.99313000000001,14514.0,,,,,,,
225,00983,Carolina,PR,18.414407999999998,-65.97582,36687.0,,,,,,,
226,00984,Carolina,PR,18.393355,-65.972495,0.0,0.0,0.0,0.0,,,,
227,00985,Carolina,PR,18.374896,-65.94691,32750.0,,,,,,,
228,00986,Carolina,PR,18.393355,-65.972495,0.0,0.0,0.0,0.0,,,,
229,00987,Carolina,PR,18.372228,-65.96275,58583.0,,,,,,,
230,00988,Carolina,PR,18.393355,-65.972495,0.0,0.0,0.0,0.0,,,,
231,01001,Agawam,MA,42.070609999999995,-72.62029,17537.0,1163.0,1501.0,1337.0,930.0,886.0,1095.0,2087.0
232,01002,Amherst,MA,42.377651,-72.50323,30280.0,935.0,1410.0,1336.0,1365.0,1070.0,789.0,1494.0
233,01003,Amherst,MA,42.369562,-72.63599,11131.0,0.0,0.0,31.0,8.0,5.0,0.0,1.0
234,01004,Amherst,MA,42.384494000000004,-72.513183,0.0,0.0,0.0,0.0,,,,
235,01005,Barre,MA,42.412094,-72.10443000000002,5014.0,437.0,274.0,667.0,425.0,382.0,100.0,255.0
236,01007,Belchertown,MA,42.278424,-72.411,14906.0,1442.0,1425.0,1065.0,1159.0,801.0,538.0,783.0
237,01008,Blandford,MA,42.174313,-72.94828000000003,1272.0,88.0,107.0,111.0,129.0,133.0,97.0,57.0
238,01009,Bondsville,MA,42.206092,-72.340486,384.0,0.0,0.0,41.0,13.0,130.0,29.0,39.0
239,01010,Brimfield,MA,42.126038,-72.20551999999998,3724.0,382.0,332.0,324.0,336.0,270.0,179.0,252.0
240,01011,Chester,MA,42.271442,-73.01958,1507.0,99.0,87.0,211.0,87.0,66.0,50.0,77.0
241,01012,Chesterfield,MA,42.390836,-72.84356,531.0,11.0,27.0,74.0,40.0,58.0,18.0,26.0
242,01013,Chicopee,MA,42.161491999999996,-72.60316,23026.0,1403.0,1778.0,1144.0,1147.0,872.0,874.0,1629.0
243,01014,Chicopee,MA,42.170730999999996,-72.604842,0.0,0.0,0.0,0.0,,,,
244,01020,Chicopee,MA,42.175992,-72.57265,30148.0,2136.0,2203.0,2316.0,2364.0,1905.0,1445.0,2393.0
245,01021,Chicopee,MA,42.170730999999996,-72.604842,0.0,0.0,0.0,0.0,,,,
246,01022,Chicopee,MA,42.196666,-72.55606,2604.0,70.0,145.0,78.0,177.0,211.0,61.0,337.0
247,01026,Cummington,MA,42.465041,-72.91813,958.0,73.0,79.0,112.0,48.0,71.0,43.0,112.0
248,01027,Easthampton,MA,42.27279,-72.68677,17870.0,1236.0,1576.0,1568.0,1387.0,1289.0,660.0,1207.0
249,01028,East Longmeadow,MA,42.066795,-72.5102,16156.0,1135.0,1384.0,1167.0,1240.0,902.0,875.0,1629.0
250,01029,East Otis,MA,42.175896,-73.04204,728.0,101.0,50.0,51.0,67.0,55.0,15.0,72.0
251,01030,Feeding Hills,MA,42.070774,-72.67248000000002,11211.0,817.0,925.0,1058.0,989.0,801.0,411.0,611.0
252,01031,Gilbertville,MA,42.330709999999996,-72.18833000000002,1151.0,46.0,103.0,139.0,63.0,121.0,49.0,46.0
253,01032,Goshen,MA,42.45792,-72.81551,551.0,29.0,102.0,38.0,46.0,27.0,22.0,39.0
254,01033,Granby,MA,42.254563,-72.51831,6300.0,575.0,510.0,704.0,392.0,316.0,246.0,563.0
255,01034,Granville,MA,42.086224,-72.94464,2313.0,182.0,273.0,174.0,191.0,174.0,124.0,98.0
256,01035,Hadley,MA,42.35549,-72.5733,5301.0,313.0,360.0,374.0,363.0,554.0,198.0,670.0
257,01036,Hampden,MA,42.064703,-72.41735,5193.0,521.0,431.0,567.0,350.0,355.0,227.0,614.0
258,01037,Hardwick,MA,42.374202000000004,-72.19524,772.0,50.0,55.0,90.0,65.0,53.0,31.0,43.0
259,01038,Hatfield,MA,42.375155,-72.60831999999998,2897.0,202.0,303.0,330.0,254.0,218.0,263.0,248.0
260,01039,Haydenville,MA,42.381475,-72.69259,1129.0,65.0,88.0,176.0,160.0,95.0,57.0,70.0
261,01040,Holyoke,MA,42.201890999999996,-72.6242,40362.0,2751.0,2387.0,2656.0,2031.0,1690.0,1126.0,2938.0
262,01041,Holyoke,MA,42.170730999999996,-72.604842,0.0,0.0,0.0,0.0,,,,
263,01050,Huntington,MA,42.290209000000004,-72.87942,2334.0,180.0,206.0,175.0,193.0,148.0,116.0,104.0
264,01053,Leeds,MA,42.353105,-72.70206,1658.0,137.0,110.0,141.0,156.0,156.0,25.0,274.0
265,01054,Leverett,MA,42.479839,-72.49879,1997.0,120.0,131.0,158.0,205.0,206.0,111.0,202.0
266,01056,Ludlow,MA,42.174893,-72.47068,21331.0,1511.0,1625.0,1866.0,1936.0,994.0,949.0,1591.0
267,01057,Monson,MA,42.089269,-72.317,8801.0,675.0,894.0,791.0,626.0,633.0,554.0,423.0
268,01059,North Amherst,MA,42.369562,-72.63599,0.0,0.0,0.0,0.0,,,,
269,01060,Northampton,MA,42.324539,-72.63561,15729.0,1095.0,849.0,1013.0,837.0,977.0,436.0,951.0
270,01061,Northampton,MA,42.369562,-72.63599,0.0,0.0,0.0,0.0,,,,
271,01062,Florence,MA,42.324232,-72.67915,10587.0,768.0,775.0,1095.0,909.0,909.0,304.0,558.0
272,01063,Northampton,MA,42.317939,-72.64023399999998,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,01066,North Hatfield,MA,42.406696999999994,-72.633901,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
274,01068,Oakham,MA,42.349769,-72.04413000000002,1849.0,146.0,166.0,216.0,193.0,94.0,67.0,92.0
275,01069,Palmer,MA,42.176401,-72.32646,8919.0,653.0,781.0,1003.0,696.0,548.0,361.0,626.0
276,01070,Plainfield,MA,42.515853,-72.91660999999998,637.0,60.0,59.0,58.0,66.0,56.0,32.0,50.0
277,01071,Russell,MA,42.165931,-72.85153000000003,1206.0,105.0,117.0,105.0,123.0,89.0,39.0,88.0
278,01072,Shutesbury,MA,42.486027,-72.42208000000002,1490.0,76.0,125.0,139.0,204.0,121.0,30.0,59.0
279,01073,Southampton,MA,42.223884999999996,-72.72776999999998,6090.0,335.0,454.0,398.0,532.0,546.0,416.0,439.0
280,01074,South Barre,MA,42.375997999999996,-72.149388,477.0,0.0,135.0,52.0,0.0,0.0,0.0,0.0
281,01075,South Hadley,MA,42.234891,-72.58243,17755.0,1037.0,1194.0,1223.0,1281.0,879.0,645.0,1573.0
282,01077,Southwick,MA,42.05283,-72.76966,9711.0,765.0,827.0,790.0,787.0,418.0,364.0,1167.0
283,01079,Thorndike,MA,42.192892,-72.329574,480.0,49.0,38.0,24.0,14.0,22.0,22.0,82.0
284,01080,Three Rivers,MA,42.180563,-72.36518000000002,2532.0,150.0,113.0,160.0,100.0,62.0,41.0,214.0
285,01081,Wales,MA,42.058023999999996,-72.22516999999998,1827.0,76.0,136.0,165.0,159.0,144.0,77.0,121.0
286,01082,Ware,MA,42.270610999999995,-72.26066999999998,10637.0,514.0,749.0,977.0,752.0,701.0,481.0,669.0
287,01083,Warren,MA,42.204679999999996,-72.20259,3182.0,338.0,183.0,215.0,210.0,57.0,0.0,236.0
288,01084,West Chesterfield,MA,42.379807,-72.89043000000002,183.0,24.0,19.0,16.0,19.0,6.0,27.0,16.0
289,01085,Westfield,MA,42.133642,-72.75029,41652.0,2389.0,2583.0,3160.0,2933.0,2052.0,1771.0,2908.0
290,01086,Westfield,MA,42.173428,-72.847964,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,01088,West Hatfield,MA,42.388831,-72.6321,399.0,8.0,75.0,21.0,42.0,32.0,17.0,49.0
292,01089,West Springfield,MA,42.112792999999996,-72.64066,28671.0,1894.0,2297.0,2093.0,1893.0,1356.0,941.0,2070.0
293,01090,West Springfield,MA,42.170730999999996,-72.604842,0.0,0.0,0.0,0.0,,,,
294,01092,West Warren,MA,42.210777,-72.23904,1133.0,254.0,85.0,64.0,32.0,11.0,61.0,87.0
295,01093,Whately,MA,42.442673,-72.652511,348.0,23.0,54.0,26.0,45.0,34.0,28.0,17.0
296,01094,Wheelwright,MA,42.358201,-72.140846,327.0,8.0,30.0,7.0,23.0,48.0,26.0,52.0
297,01095,Wilbraham,MA,42.12531,-72.44057,14659.0,1166.0,1166.0,1106.0,1227.0,958.0,800.0,1277.0
298,01096,Williamsburg,MA,42.415236,-72.78271,2607.0,160.0,261.0,204.0,199.0,185.0,124.0,136.0
299,01097,Woronoco,MA,42.161743,-72.845912,54.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0
300,01098,Worthington,MA,42.399054,-72.93871,1186.0,77.0,92.0,152.0,121.0,101.0,69.0,68.0
301,01101,Springfield,MA,42.170730999999996,-72.604842,0.0,0.0,0.0,0.0,,,,
302,01102,Springfield,MA,42.170730999999996,-72.604842,0.0,0.0,0.0,0.0,,,,
303,01103,Springfield,MA,42.103294,-72.59111999999998,2409.0,200.0,159.0,135.0,172.0,144.0,59.0,52.0
