,zip,city,state,score
14249,31632,Hahira,GA,0.10224732053534086
14250,31634,Homerville,GA,0.02915017599480193
14251,31635,Lakeland,GA,0.030074308397562283
14252,31636,Lake Park,GA,0.07096234281681303
14253,31637,Lenox,GA,0.02747230511740455
14254,31638,Morven,GA,0.007682585100376411
14255,31639,Nashville,GA,0.06546704341279798
14256,31641,Naylor,GA,0.018759781712672518
14257,31642,Pearson,GA,0.03136718079106171
14258,31643,Quitman,GA,0.05220674529485571
14259,31645,Ray City,GA,0.027175492397084302
14261,31647,Sparks,GA,0.011708433186951065
14262,31648,Statenville,GA,0.005983392722710162
14263,31649,Stockton,GA,0.010508931007647729
14264,31650,Willacoochee,GA,0.0172737985063034
14266,31698,Valdosta,GA,0.0
14267,31699,Valdosta,GA,0.0
14269,31701,Albany,GA,0.09506042819053595
14273,31705,Albany,GA,0.11985879644201472
14275,31707,Albany,GA,0.1253246159885284
14277,31709,Americus,GA,0.0806698565020613
14279,31711,Andersonville,GA,0.004407100842444883
14280,31712,Arabi,GA,0.008876218623409211
14282,31714,Ashburn,GA,0.03480750183724681
14284,31716,Baconton,GA,0.01440317860727729
14287,31719,Americus,GA,0.04860528047141065
14288,31720,Barwick,GA,0.0021413111250522788
14289,31721,Albany,GA,0.1299145440715182
14290,31722,Berlin,GA,0.0011755006691760766
14298,31730,Camilla,GA,0.05100550623468959
14300,31733,Chula,GA,0.01059854247475653
14302,31735,Cobb,GA,0.0
14305,31738,Coolidge,GA,0.015551860859174281
14310,31743,De Soto,GA,0.0010877218139451513
14311,31744,Doerun,GA,0.01786115624066439
14314,31747,Ellenton,GA,0.00019728682559598485
14315,31749,Enigma,GA,0.01847170865746549
14316,31750,Fitzgerald,GA,0.1047244394067037
14321,31756,Hartsfield,GA,0.0
14322,31757,Thomasville,GA,0.08216628701081435
14328,31763,Leesburg,GA,0.16359454839576984
14329,31764,Leslie,GA,0.01515122228894067
14330,31765,Meigs,GA,0.0183510813691223
14333,31768,Moultrie,GA,0.12133150197167947
14336,31771,Norman Park,GA,0.03071921983330346
14337,31772,Oakfield,GA,0.002453713895859473
14338,31773,Ochlocknee,GA,0.025246584943538267
14339,31774,Ocilla,GA,0.033091011952560194
14340,31775,Omega,GA,0.019554687697914797
14343,31778,Pavo,GA,0.02092435523690028
14344,31779,Pelham,GA,0.05045843171565991
14345,31780,Plains,GA,0.009005776698333034
14346,31781,Poulan,GA,0.007163512744219394
14348,31783,Rebecca,GA,0.013294989768178287
14349,31784,Sale City,GA,0.003746572790822729
14352,31787,Smithville,GA,0.009973195805699947
14354,31789,Sumner,GA,0.005267068244010278
14355,31790,Sycamore,GA,0.011083736738961581
14356,31791,Sylvester,GA,0.08386345818695108
14357,31792,Thomasville,GA,0.1388997280650654
14358,31793,Tifton,GA,0.07219113518551712
14359,31794,Tifton,GA,0.13614931158511082
14360,31795,Ty Ty,GA,0.0119236466167772
14361,31796,Warwick,GA,0.004838730489335006
14363,31798,Wray,GA,0.001799366750313676
14365,31801,Box Springs,GA,0.02327380855440043
14366,31803,Buena Vista,GA,0.0362740460880086
14367,31804,Cataula,GA,0.05222290060644082
14368,31805,Cusseta,GA,0.021613163649399532
14369,31806,Ellaville,GA,0.03857306785116807
14370,31807,Ellerslie,GA,0.034807561346119384
14371,31808,Fortson,GA,0.03093376435442434
14372,31810,Geneva,GA,0.00031268697197825174
14373,31811,Hamilton,GA,0.0650982670012547
14374,31812,Junction City,GA,0.005112483756049471
14375,31814,Louvale,GA,0.0008984473023839402
14376,31815,Lumpkin,GA,0.012978275331600647
14377,31816,Manchester,GA,0.030924923660154147
14378,31820,Midland,GA,0.0583867755272749
14379,31821,Omaha,GA,0.0
14380,31822,Pine Mountain,GA,0.04875214904104678
14381,31823,Pine Mountain Valley,GA,0.0014752393798171714
14382,31824,Preston,GA,0.011640723086574656
14383,31825,Richland,GA,0.012654082057716435
14384,31826,Shiloh,GA,0.019094152697616062
14385,31827,Talbotton,GA,0.01652814991934038
14386,31829,Upatoi,GA,0.008960600101571368
14387,31830,Warm Springs,GA,0.004870455105454978
14388,31831,Waverly Hall,GA,0.01864676913425345
14389,31832,Weston,GA,0.0
14390,31833,West Point,GA,0.037193473722889406
14391,31836,Woodland,GA,0.004812915715181931
14392,31901,Columbus,GA,0.022912869474816272
14394,31903,Columbus,GA,0.07185124644649579
14395,31904,Columbus,GA,0.22733212310449902
14396,31905,Fort Benning,GA,0.022158054808209354
14397,31906,Columbus,GA,0.11383024968632373
14398,31907,Columbus,GA,0.2845744601362251
14400,31909,Columbus,GA,0.2229478739110952
18236,39813,Arlington,GA,0.01674012624723666
18237,39815,Attapulgus,GA,0.00965985388809225
18238,39817,Bainbridge,GA,0.054317464378323466
18240,39819,Bainbridge,GA,0.08010848127800682
18241,39823,Blakely,GA,0.04226952927645336
18242,39824,Bluffton,GA,0.00460595112027245
18243,39825,Brinson,GA,0.012574333833721692
18244,39826,Bronwood,GA,0.0016618227818605484
18245,39827,Cairo,GA,0.022308899892453844
18246,39828,Cairo,GA,0.08953425542659973
18249,39834,Climax,GA,0.02099964241052757
18250,39836,Coleman,GA,0.0005541917010216883
18251,39837,Colquitt,GA,0.033396664509768775
18252,39840,Cuthbert,GA,0.024271220057357944
18253,39841,Damascus,GA,0.0033006213777857433
18254,39842,Dawson,GA,0.04298577249507081
18255,39845,Donalsonville,GA,0.04829567176315946
18256,39846,Edison,GA,0.004150347242636075
18257,39851,Fort Gaines,GA,0.006539465546394216
18259,39854,Georgetown,GA,0.00870747001254705
18260,39859,Iron City,GA,0.008174807048754257
18261,39861,Jakin,GA,0.009284237963792795
18262,39862,Leary,GA,0.0068388835633626105
18263,39866,Morgan,GA,0.014463918726474278
18264,39867,Morris,GA,0.0
18265,39870,Newton,GA,0.017803532573041764
18267,39877,Parrott,GA,0.001931676501165083
18268,39885,Sasser,GA,0.00023780300083647008
18269,39886,Shellman,GA,0.008801417857142856
18270,39897,Whigham,GA,0.026125960811375987
13400,30003,Norcross,GA,0.0
13403,30006,Marietta,GA,0.0
13404,30007,Marietta,GA,0.0
13407,30010,Norcross,GA,0.0
13412,30015,Covington,GA,0.0
13415,30018,Jersey,GA,0.0
13419,30023,Alpharetta,GA,0.0
13422,30026,Duluth,GA,0.0
13424,30029,Duluth,GA,0.0
13426,30031,Decatur,GA,0.0
13431,30036,Decatur,GA,0.0
13432,30037,Decatur,GA,0.0
13437,30042,Lawrenceville,GA,0.0
13443,30048,Lilburn,GA,0.0
13444,30049,Lawrenceville,GA,0.0
13451,30061,Marietta,GA,0.0
13453,30063,Marietta,GA,0.0
13455,30065,Marietta,GA,0.0
13459,30069,Marietta,GA,0.0
13463,30073,Decatur,GA,0.0
13464,30074,Redan,GA,0.0
13467,30077,Roswell,GA,0.0
13471,30081,Smyrna,GA,0.0
13475,30085,Tucker,GA,0.0
13476,30086,Stone Mountain,GA,0.0
13479,30090,Marietta,GA,0.0
13480,30091,Norcross,GA,0.0
13484,30095,Duluth,GA,0.0
13487,30098,Duluth,GA,0.0
13488,30099,Duluth,GA,0.0
13497,30109,Bowdon Junction,GA,0.0
13499,30111,Clarkdale,GA,0.0
13500,30112,Carrollton,GA,0.0
13507,30119,Carrollton,GA,0.0
13511,30123,Cassville,GA,0.0
13516,30129,Coosa,GA,0.0
13518,30133,Douglasville,GA,0.0
13522,30138,Esom Hill,GA,0.0
13524,30140,Felton,GA,0.0
13526,30142,Holly Springs,GA,0.0
13530,30146,Lebanon,GA,0.0
13534,30150,Mount Zion,GA,0.0
13535,30151,Nelson,GA,0.0
13538,30154,Douglasville,GA,0.0
13539,30156,Kennesaw,GA,0.0
13541,30160,Kennesaw,GA,0.0
13543,30162,Rome,GA,0.0
13544,30163,Rome,GA,0.0
13545,30164,Rome,GA,0.0
13547,30166,Carrollton,GA,0.0
13549,30169,Canton,GA,0.0
13552,30172,Shannon,GA,0.0
13567,30202,Alpharetta,GA,0.0
13568,30203,Brooks,GA,0.0
13572,30212,Experiment,GA,0.0
13579,30219,Glenn,GA,0.0
13585,30229,Haralson,GA,0.0
13587,30232,Inman,GA,0.0
13591,30237,Jonesboro,GA,0.0
13605,30261,Lagrange,GA,0.0
13607,30264,Newnan,GA,0.0
13609,30266,Orchard Hill,GA,0.0
13612,30270,Peachtree City,GA,0.0
13613,30271,Newnan,GA,0.0
13614,30272,Red Oak,GA,0.0
13617,30275,Sargent,GA,0.0
13621,30283,Jackson,GA,0.0
13625,30287,Morrow,GA,0.0
13636,30298,Forest Park,GA,0.0
13637,30301,Atlanta,GA,0.0
13638,30302,Atlanta,GA,0.0
13640,30304,Atlanta,GA,0.0
13656,30320,Atlanta,GA,0.0
13657,30321,Atlanta,GA,0.0
13659,30323,Atlanta,GA,0.0
13661,30325,Atlanta,GA,0.0
13666,30330,Atlanta,GA,0.0
13669,30333,Atlanta,GA,0.0
13670,30334,Atlanta,GA,0.0
13671,30335,Atlanta,GA,0.0
13679,30343,Atlanta,GA,0.0
13683,30347,Atlanta,GA,0.0
13684,30348,Atlanta,GA,0.0
13687,30351,Atlanta,GA,0.0
13688,30353,Atlanta,GA,0.0
13690,30355,Atlanta,GA,0.0
13691,30356,Atlanta,GA,0.0
13692,30357,Atlanta,GA,0.0
13693,30358,Atlanta,GA,0.0
13694,30359,Atlanta,GA,0.0
13696,30361,Atlanta,GA,0.0
13697,30362,Atlanta,GA,0.0
13699,30364,Atlanta,GA,0.0
13700,30365,Atlanta,GA,0.0
13701,30366,Atlanta,GA,0.0
13702,30367,Atlanta,GA,0.0
13703,30368,Atlanta,GA,0.0
13704,30369,Atlanta,GA,0.0
13705,30370,Atlanta,GA,0.0
13706,30371,Atlanta,GA,0.0
13707,30374,Atlanta,GA,0.0
13708,30375,Atlanta,GA,0.0
13709,30376,Atlanta,GA,0.0
13710,30377,Atlanta,GA,0.0
13711,30378,Atlanta,GA,0.0
13712,30379,Atlanta,GA,0.0
13713,30380,Atlanta,GA,0.0
13714,30381,Atlanta,GA,0.0
13715,30384,Atlanta,GA,0.0
13716,30385,Atlanta,GA,0.0
13717,30386,Atlanta,GA,0.0
13718,30387,Atlanta,GA,0.0
13719,30388,Atlanta,GA,0.0
13720,30389,Atlanta,GA,0.0
13721,30390,Atlanta,GA,0.0
13722,30392,Atlanta,GA,0.0
13723,30394,Atlanta,GA,0.0
13724,30396,Atlanta,GA,0.0
13725,30398,Atlanta,GA,0.0
13726,30399,Atlanta,GA,0.0
13732,30414,Bellville,GA,0.0
13738,30424,Dover,GA,0.0
13750,30444,East Point,GA,0.0
13753,30447,Norristown,GA,0.0
13765,30459,Statesboro,GA,0.0
13769,30466,Summertown,GA,0.0
13775,30475,Vidalia,GA,0.0
13777,30499,Reidsville,GA,0.0
13779,30502,Chestnut Mountain,GA,0.0
13780,30503,Gainesville,GA,0.0
13782,30505,Gainesville,GA,0.0
13789,30514,Blairsville,GA,0.0
13790,30515,Buford,GA,0.0
13811,30539,East Ellijay,GA,0.0
13816,30544,Demorest,GA,0.0
13843,30580,Turnerville,GA,0.0
13846,30596,Alto,GA,0.0
13847,30597,Dahlonega,GA,0.0
13848,30598,Toccoa,GA,0.0
13849,30599,Commerce,GA,0.0
13852,30603,Athens,GA,0.0
13853,30604,Athens,GA,0.0
13857,30608,Athens,GA,0.0
13859,30610,Athens,GA,0.0
13860,30612,Athens,GA,0.0
13861,30613,Athens,GA,0.0
13877,30638,Farmington,GA,0.0
13878,30639,Franklin Springs,GA,0.0
13882,30645,High Shoals,GA,0.0
13884,30647,Ila,GA,0.0
13887,30652,Greensboro,GA,0.0
13899,30671,Maxeys,GA,0.0
13906,30703,Calhoun,GA,0.0
13912,30716,Tallapoosa,GA,0.0
13913,30719,Dalton,GA,0.0
13916,30722,Dalton,GA,0.0
13917,30724,Eton,GA,0.0
13919,30726,Graysville,GA,0.0
13923,30732,Oakman,GA,0.0
13939,30754,Summerville,GA,0.0
13946,30806,Boneville,GA,0.0
13951,30811,Gough,GA,0.0
13959,30819,Mesena,GA,0.0
13968,30881,Atlanta,GA,0.0
13976,30910,Augusta,GA,0.0
13977,30911,Augusta,GA,0.0
13979,30913,Augusta,GA,0.0
13980,30914,Augusta,GA,0.0
13981,30916,Augusta,GA,0.0
13982,30917,Augusta,GA,0.0
13983,30919,Augusta,GA,0.0
13984,30999,Augusta,GA,0.0
13988,31004,Bolingbroke,GA,0.0
13994,31010,Cordele,GA,0.0
13997,31013,Clinchfield,GA,0.0
14010,31026,Eatonton,GA,0.0
14018,31034,Hardwick,GA,0.0
14023,31039,Howard,GA,0.0
14024,31040,Dublin,GA,0.0
14039,31059,Milledgeville,GA,0.0
14053,31073,Plainfield,GA,0.0
14064,31086,Smarr,GA,0.0
14073,31095,Warner Robins,GA,0.0
14077,31099,Warner Robins,GA,0.0
14078,31106,Atlanta,GA,0.0
14079,31107,Atlanta,GA,0.0
14080,31119,Atlanta,GA,0.0
14081,31120,Atlanta,GA,0.0
14082,31126,Atlanta,GA,0.0
14083,31131,Atlanta,GA,0.0
14084,31136,Atlanta,GA,0.0
14085,31139,Atlanta,GA,0.0
14086,31141,Atlanta,GA,0.0
14087,31144,Kennesaw,GA,0.0
14088,31145,Atlanta,GA,0.0
14089,31146,Atlanta,GA,0.0
14090,31150,Atlanta,GA,0.0
14091,31156,Atlanta,GA,0.0
14092,31169,Peachtree City,GA,0.0
14093,31191,Atlanta,GA,0.0
14094,31192,Atlanta,GA,0.0
14095,31193,Atlanta,GA,0.0
14096,31195,Atlanta,GA,0.0
14097,31196,Atlanta,GA,0.0
14098,31197,Atlanta,GA,0.0
14099,31198,Atlanta,GA,0.0
14100,31199,Atlanta,GA,0.0
14102,31202,Macon,GA,0.0
14103,31203,Macon,GA,0.0
14105,31205,Macon,GA,0.0
14108,31208,Macon,GA,0.0
14109,31209,Macon,GA,0.0
14112,31212,Macon,GA,0.0
14113,31213,Macon,GA,0.0
14117,31221,Macon,GA,0.0
14118,31267,Cecil,GA,0.0
14119,31294,Macon,GA,0.0
14120,31295,Macon,GA,0.0
14121,31296,Macon,GA,0.0
14122,31297,Macon,GA,0.0
14123,31298,Macon,GA,0.0
14124,31299,Macon,GA,0.0
14128,31304,Crescent,GA,0.0
14133,31310,Hinesville,GA,0.0
14140,31319,Meridian,GA,0.0
14151,31332,Valona,GA,0.0
14152,31333,Walthourville,GA,0.0
14153,31337,Lenox,GA,0.0
14155,31402,Savannah,GA,0.0
14156,31403,Savannah,GA,0.0
14165,31412,Savannah,GA,0.0
14166,31414,Savannah,GA,0.0
14168,31416,Savannah,GA,0.0
14169,31418,Savannah,GA,0.0
14171,31420,Savannah,GA,0.0
14172,31421,Savannah,GA,0.0
14173,31422,Savannah,GA,0.0
14174,31424,Richmond Hill,GA,0.0
14175,31441,Savannah,GA,0.0
14176,31498,Savannah,GA,0.0
14177,31499,Savannah,GA,0.0
14179,31502,Waycross,GA,0.0
14181,31507,Marshallville,GA,0.0
14185,31515,Baxley,GA,0.0
14190,31521,Brunswick,GA,0.0
14193,31524,Brunswick,GA,0.0
14198,31534,Douglas,GA,0.0
14223,31564,Waresboro,GA,0.0
14229,31598,Jesup,GA,0.0
14230,31599,Jesup,GA,0.0
14233,31603,Valdosta,GA,0.0
14234,31604,Valdosta,GA,0.0
14237,31607,Valdosta,GA,0.0
14238,31610,Sparks,GA,0.0
14260,31646,Saint George,GA,0.0
14265,31659,Nashville,GA,0.0
14268,31700,Albany,GA,0.0
14270,31702,Albany,GA,0.0
14271,31703,Albany,GA,0.0
14272,31704,Albany,GA,0.0
14274,31706,Albany,GA,0.0
14276,31708,Albany,GA,0.0
14278,31710,Americus,GA,0.0
14281,31713,Arlington,GA,0.0
14283,31715,Attapulgus,GA,0.0
14285,31717,Bainbridge,GA,0.0
14286,31718,Bainbridge,GA,0.0
14291,31723,Blakely,GA,0.0
14292,31724,Bluffton,GA,0.0
14293,31725,Brinson,GA,0.0
14294,31726,Bronwood,GA,0.0
14295,31727,Brookfield,GA,0.0
14296,31728,Cairo,GA,0.0
14297,31729,Calvary,GA,0.0
14299,31732,Cedar Springs,GA,0.0
14301,31734,Climax,GA,0.0
14303,31736,Coleman,GA,0.0
14304,31737,Colquitt,GA,0.0
14306,31739,Cotton,GA,0.0
14307,31740,Cuthbert,GA,0.0
14308,31741,Damascus,GA,0.0
14309,31742,Dawson,GA,0.0
14312,31745,Donalsonville,GA,0.0
14313,31746,Edison,GA,0.0
14317,31751,Fort Gaines,GA,0.0
14318,31752,Fowlstown,GA,0.0
14319,31753,Funston,GA,0.0
14320,31754,Georgetown,GA,0.0
14323,31758,Thomasville,GA,0.0
14324,31759,Iron City,GA,0.0
14325,31760,Irwinville,GA,0.0
14326,31761,Jakin,GA,0.0
14327,31762,Leary,GA,0.0
14331,31766,Morgan,GA,0.0
14332,31767,Morris,GA,0.0
14334,31769,Mystic,GA,0.0
14335,31770,Newton,GA,0.0
14341,31776,Moultrie,GA,0.0
14342,31777,Parrott,GA,0.0
14347,31782,Putney,GA,0.0
14350,31785,Sasser,GA,0.0
14351,31786,Shellman,GA,0.0
14362,31797,Whigham,GA,0.0
14364,31799,Thomasville,GA,0.0
14393,31902,Columbus,GA,0.0
14399,31908,Columbus,GA,0.0
14401,31914,Columbus,GA,0.0
14402,31917,Columbus,GA,0.0
14403,31993,Columbus,GA,0.0
14404,31994,Columbus,GA,0.0
14405,31995,Fort Benning,GA,0.0
14406,31997,Columbus,GA,0.0
14407,31998,Columbus,GA,0.0
14408,31999,Columbus,GA,0.0
18239,39818,Bainbridge,GA,0.0
18247,39829,Calvary,GA,0.0
18248,39832,Cedar Springs,GA,0.0
18258,39852,Fowlstown,GA,0.0
18271,39901,Atlanta,GA,0.0
