,zip,city,state,score
31227,68179,Omaha,NE,0.0
31228,68180,Omaha,NE,0.0
31229,68181,Omaha,NE,0.0
31230,68182,Omaha,NE,0.0
31231,68183,Omaha,NE,0.0
31232,68197,Omaha,NE,0.0
31233,68198,Omaha,NE,0.0
31234,68226,Central City,NE,0.0
31235,68278,Omaha,NE,0.0
31260,68330,Cordova,NE,0.0
31298,68374,Holmesville,NE,0.0
31329,68429,Reynolds,NE,0.0
31363,68501,Lincoln,NE,0.0
31371,68509,Lincoln,NE,0.0
31385,68529,Lincoln,NE,0.0
31388,68542,Lincoln,NE,0.0
31389,68544,Lincoln,NE,0.0
31390,68572,Lincoln,NE,0.0
31391,68583,Lincoln,NE,0.0
31392,68588,Lincoln,NE,0.0
31394,68602,Columbus,NE,0.0
31437,68702,Norfolk,NE,0.0
31463,68737,Foster,NE,0.0
31464,68738,Hadar,NE,0.0
31494,68772,Rose,NE,0.0
31503,68782,Verdel,NE,0.0
31514,68797,Sutton,NE,0.0
31516,68802,Grand Island,NE,0.0
31526,68819,Berwyn,NE,0.0
31552,68848,Kearney,NE,0.0
31569,68868,Martin,NE,0.0
31580,68880,Weissert,NE,0.0
31585,68902,Hastings,NE,0.0
31624,68963,Norman,NE,0.0
31654,69031,Hamlet,NE,0.0
31670,69103,North Platte,NE,0.0
31704,69160,Sidney,NE,0.0
31715,69190,Oshkosh,NE,0.0
31742,69349,Henry,NE,0.0
31754,69363,Scottsbluff,NE,0.0
23062,50001,Ackworth,IA,0.0031412636001075457
23063,50002,Adair,IA,0.011144381632012904
23064,50003,Adel,IA,0.029389379637927926
23065,50005,Albion,IA,0.007923968990858577
23066,50006,Alden,IA,0.010380894285116807
23067,50007,Alleman,IA,0.002312399175479476
23068,50008,Allerton,IA,0.0035476059777737943
23069,50009,Altoona,IA,0.1291908774870048
23070,50010,Ames,IA,0.13420302771105935
23071,50011,Ames,IA,0.0
23072,50012,Ames,IA,2.5939057178705862e-05
23074,50014,Ames,IA,0.06763503751568381
23076,50020,Anita,IA,0.00871424032084603
23077,50021,Ankeny,IA,0.15266015579255535
23078,50022,Atlantic,IA,0.05510719545020015
23079,50023,Ankeny,IA,0.19055074053743198
23080,50025,Audubon,IA,0.025530884723964867
23081,50026,Bagley,IA,0.007886161617972159
23082,50027,Barnes City,IA,0.002545306805281711
23083,50028,Baxter,IA,0.007440758455816454
23084,50029,Bayard,IA,0.0037316499372647425
23086,50032,Berwick,IA,0.0009188654776841728
23087,50033,Bevington,IA,0.0001181887435024198
23088,50034,Blairsburg,IA,0.003011021794527096
23089,50035,Bondurant,IA,0.03300227587829359
23090,50036,Boone,IA,0.0965451115044512
23092,50038,Booneville,IA,0.0
23093,50039,Bouton,IA,0.0013465671491306684
23095,50041,Bradford,IA,0.0
23096,50042,Brayton,IA,0.003114612735257214
23098,50044,Bussey,IA,0.006908206369122304
23099,50046,Cambridge,IA,0.012381130166696539
23100,50047,Carlisle,IA,0.037527410012248304
23101,50048,Casey,IA,0.0048908534907689555
23102,50049,Chariton,IA,0.04890672015892932
23103,50050,Churdan,IA,0.004762763591145366
23104,50051,Clemons,IA,0.0031163561644858696
23105,50052,Clio,IA,0.0008288765161020493
23106,50054,Colfax,IA,0.02946328015773436
23107,50055,Collins,IA,0.00403614278992651
23108,50056,Colo,IA,0.009926820099181452
23109,50057,Columbia,IA,0.0022085579763398457
23110,50058,Coon Rapids,IA,0.009758067467288044
23112,50060,Corydon,IA,0.017706738184859894
23113,50061,Cumming,IA,0.00461313033996534
23114,50062,Dallas,IA,0.003441094026707295
23115,50063,Dallas Center,IA,0.02181894422536894
23116,50064,Dana,IA,0.0003596261277409332
23117,50065,Davis City,IA,0.0019405933560375215
23118,50066,Dawson,IA,0.0014281139839875726
23119,50067,Decatur,IA,0.0022677619196988705
23120,50068,Derby,IA,0.001344775049291988
23121,50069,De Soto,IA,0.004810351197944674
23122,50070,Dexter,IA,0.01626143865089323
23123,50071,Dows,IA,0.010028753336918205
23124,50072,Earlham,IA,0.014576781472187368
23125,50073,Elkhart,IA,0.011227961305789565
23126,50074,Ellston,IA,0.0013237763488080302
23127,50075,Ellsworth,IA,0.007087339638226683
23128,50076,Exira,IA,0.009865579472127623
23129,50078,Ferguson,IA,0.0016585110832287744
23131,50101,Galt,IA,0.0
23132,50102,Garden City,IA,0.0
23133,50103,Garden Grove,IA,0.0017685143693612951
23134,50104,Gibson,IA,0.0007724973113461194
23135,50105,Gilbert,IA,0.007807176913425344
23136,50106,Gilman,IA,0.00538673626097867
23137,50107,Grand Junction,IA,0.009227868484495428
23138,50108,Grand River,IA,0.0037675350645276933
23139,50109,Granger,IA,0.018655779858995036
23141,50111,Grimes,IA,0.06587552650564614
23142,50112,Grinnell,IA,0.06872633675688596
23143,50115,Guthrie Center,IA,0.01717873386807672
23144,50116,Hamilton,IA,0.0032908044123797576
23145,50117,Hamlin,IA,0.0
23146,50118,Hartford,IA,0.007323116448586961
23147,50119,Harvey,IA,0.0035454942642050543
23148,50120,Haverhill,IA,0.002598413204277947
23149,50122,Hubbard,IA,0.005514882404254047
23150,50123,Humeston,IA,0.005126875770747445
23151,50124,Huxley,IA,0.025959356515504562
23152,50125,Indianola,IA,0.13329529720081254
23153,50126,Iowa Falls,IA,0.050502741007946474
23154,50127,Ira,IA,0.0
23155,50128,Jamaica,IA,0.001985570890840653
23156,50129,Jefferson,IA,0.03396537736750912
23157,50130,Jewell,IA,0.010889365286491006
23158,50131,Johnston,IA,0.056653293780247346
23159,50132,Kamrar,IA,0.0021674878263727073
23160,50133,Kellerton,IA,0.0018906281711178823
23161,50134,Kelley,IA,0.005244745608531995
23162,50135,Kellogg,IA,0.014523823152297305
23163,50136,Keswick,IA,0.0036309309284818067
23165,50138,Knoxville,IA,0.08622003774870048
23166,50139,Lacona,IA,0.010495321047678795
23167,50140,Lamoni,IA,0.009065800669176078
23168,50141,Laurel,IA,0.0059749723367389625
23169,50142,Le Grand,IA,0.0070358767252195736
23170,50143,Leighton,IA,0.0030131021464420145
23171,50144,Leon,IA,0.014510716248431619
23173,50146,Linden,IA,0.002830629861982435
23174,50147,Lineville,IA,0.0031688612789030294
23175,50148,Liscomb,IA,0.001645746325506363
23176,50149,Lorimor,IA,0.00880683422208281
23177,50150,Lovilia,IA,0.0030085630399713206
23178,50151,Lucas,IA,0.004808934647786342
23180,50153,Lynnville,IA,0.0061414468064766685
23181,50154,McCallsburg,IA,0.0016427012382744816
23182,50155,Macksburg,IA,0.002099475333094342
23183,50156,Madrid,IA,0.03854196540598673
23184,50157,Malcom,IA,0.009346942725697556
23185,50158,Marshalltown,IA,0.2012593857680588
23186,50160,Martensdale,IA,0.0030883467168548715
23187,50161,Maxwell,IA,0.014163524932783651
23188,50162,Melbourne,IA,0.013639443866881758
23189,50163,Melcher,IA,0.006843078209953994
23190,50164,Menlo,IA,0.0027200125470514427
23191,50165,Millerton,IA,0.0010771521778096432
23192,50166,Milo,IA,0.012987762890601658
23193,50167,Minburn,IA,0.004110793601003765
23194,50168,Mingo,IA,0.005501836356575253
23195,50169,Mitchellville,IA,0.022880820218677177
23196,50170,Monroe,IA,0.014992308782936009
23197,50171,Montezuma,IA,0.01352531140138615
23198,50173,Montour,IA,0.007492916143872858
23199,50174,Murray,IA,0.010326914807014401
23203,50201,Nevada,IA,0.04997639381012128
23204,50206,New Providence,IA,0.0044064747804266
23205,50207,New Sharon,IA,0.017763259473023842
23206,50208,Newton,IA,0.15873698595626456
23207,50210,New Virginia,IA,0.011694657066678616
23208,50211,Norwalk,IA,0.08772444928900039
23209,50212,Ogden,IA,0.035304666457549136
23210,50213,Osceola,IA,0.05200611891617375
23211,50214,Otley,IA,0.0030492914993726474
23212,50216,Panora,IA,0.013568428422058909
23213,50217,Paton,IA,0.005195634594013265
23214,50218,Patterson,IA,0.0019241127442193946
23215,50219,Pella,IA,0.07910464990141602
23216,50220,Perry,IA,0.051654268454621496
23217,50222,Peru,IA,0.0
23218,50223,Pilot Mound,IA,0.004550629479596104
23219,50225,Pleasantville,IA,0.023185765370138015
23220,50226,Polk City,IA,0.013055708393081181
23221,50227,Popejoy,IA,0.0001363651640078867
23222,50228,Prairie City,IA,0.0199389594013264
23223,50229,Prole,IA,0.007142792167055026
23224,50230,Radcliffe,IA,0.009934435037641154
23225,50231,Randall,IA,0.0009984779440759992
23226,50232,Reasnor,IA,0.002206066648742307
23227,50233,Redfield,IA,0.013938794661528349
23228,50234,Rhodes,IA,0.0033338141169265696
23229,50235,Rippey,IA,0.0024703575909661227
23230,50236,Roland,IA,0.006781579930692478
23231,50237,Runnells,IA,0.020612204845551763
23232,50238,Russell,IA,0.011542652506422897
23233,50239,Saint Anthony,IA,0.0003802697616060226
23234,50240,Saint Charles,IA,0.019739115402999337
23236,50242,Searsboro,IA,0.003667719412081018
23237,50243,Sheldahl,IA,0.0018711052309254936
23238,50244,Slater,IA,0.007642352273406226
23239,50246,Stanhope,IA,0.004665507241441119
23240,50247,State Center,IA,0.015404333572324786
23241,50248,Story City,IA,0.018118573005915035
23242,50249,Stratford,IA,0.010525193103602797
23243,50250,Stuart,IA,0.01930117804116628
23244,50251,Sully,IA,0.008971978714823445
23245,50252,Swan,IA,0.0
23246,50254,Thayer,IA,0.002167224002210671
23247,50255,Thornburg,IA,0.0002748728490768955
23248,50256,Tracy,IA,0.0032792727191252916
23249,50257,Truro,IA,0.006594931887435026
23250,50258,Union,IA,0.008106098834916652
23252,50261,Van Meter,IA,0.022151388017565866
23253,50262,Van Wert,IA,0.0032366351496683995
23254,50263,Waukee,IA,0.07697574372647424
23255,50264,Weldon,IA,0.0016343577463105692
23256,50265,West Des Moines,IA,0.1984351427600525
23257,50266,West Des Moines,IA,0.11779925045557745
23258,50268,What Cheer,IA,0.0065886637464898125
23260,50271,Williams,IA,0.0029235880265280514
23261,50272,Williamson,IA,0.0010661856963613552
23262,50273,Winterset,IA,0.060725169586843514
23263,50274,Wiota,IA,0.0
23264,50275,Woodburn,IA,0.005290318653283145
23265,50276,Woodward,IA,0.024125601892513594
23266,50277,Yale,IA,0.0021669007886718048
23267,50278,Zearing,IA,0.005473872928242815
23277,50309,Des Moines,IA,0.03287787073549621
23278,50310,Des Moines,IA,0.2257293667099839
23279,50311,Des Moines,IA,0.07063384318426243
23280,50312,Des Moines,IA,0.10102493315707713
23281,50313,Des Moines,IA,0.10888220254525903
23282,50314,Des Moines,IA,0.05547318841488918
23283,50315,Des Moines,IA,0.243911980006871
23284,50316,Des Moines,IA,0.07398270232120453
23285,50317,Des Moines,IA,0.24263243715271562
23288,50320,Des Moines,IA,0.1633645217482225
23289,50321,Des Moines,IA,0.049549790785385676
23290,50322,Urbandale,IA,0.20126888999671383
23291,50323,Urbandale,IA,-0.012307932335544025
23292,50324,Windsor Heights,IA,0.034943743801159104
23293,50325,Clive,IA,0.05275450409272865
23294,50327,Pleasant Hill,IA,0.05702092089382803
23328,50401,Mason City,IA,0.22236750319501705
23331,50420,Alexander,IA,0.0018150542211865927
23332,50421,Belmond,IA,0.01338280855440043
23333,50423,Britt,IA,0.022023026868614445
23334,50424,Buffalo Center,IA,0.01090988995190297
23335,50426,Carpenter,IA,0.00039407577224114237
23337,50428,Clear Lake,IA,0.08071088949483181
23338,50430,Corwith,IA,0.003979465340264086
23339,50431,Coulter,IA,0.0018630276483240726
23340,50432,Crystal Lake,IA,0.0014208904463165442
23341,50433,Dougherty,IA,0.0018220607277289835
23342,50434,Fertile,IA,0.0032712709535759094
23343,50435,Floyd,IA,0.005466832129413873
23344,50436,Forest City,IA,0.04418104966839936
23345,50438,Garner,IA,0.02598894923821473
23346,50439,Goodell,IA,0.001189836159407301
23347,50440,Grafton,IA,0.004759311166875784
23348,50441,Hampton,IA,0.037958647786341636
23349,50444,Hanlontown,IA,0.0017322557507319111
23350,50446,Joice,IA,0.004398473337515684
23351,50447,Kanawha,IA,0.007319862358845671
23352,50448,Kensett,IA,0.006290495608531995
23353,50449,Klemme,IA,0.0016499817231283983
23354,50450,Lake Mills,IA,0.01717828375604947
23355,50451,Lakota,IA,0.004038389869749657
23356,50452,Latimer,IA,0.0043976724487662065
23357,50453,Leland,IA,0.0008345442283563362
23358,50454,Little Cedar,IA,0.0003749064303638645
23359,50455,McIntire,IA,0.003483858227280875
23360,50456,Manly,IA,0.014194190640497104
23361,50457,Meservey,IA,0.002048488192328374
23362,50458,Nora Springs,IA,0.015130966792137178
23363,50459,Northwood,IA,0.02115786281890422
23364,50460,Orchard,IA,0.00035709448975324113
23365,50461,Osage,IA,0.046392307142857137
23366,50464,Plymouth,IA,0.005086452545259007
23367,50465,Rake,IA,0.0007134508514070621
23368,50466,Riceville,IA,0.01124707444583856
23369,50467,Rock Falls,IA,0.0008574705383282547
23370,50468,Rockford,IA,0.012150253293601003
23371,50469,Rockwell,IA,0.010356952519866167
23372,50470,Rowan,IA,0.0006176431558821771
23373,50471,Rudd,IA,0.0028290171267252194
23374,50472,Saint Ansgar,IA,0.013169009029395948
23375,50473,Scarville,IA,0.0024663687787536597
23376,50475,Sheffield,IA,0.011331790515026587
23377,50476,Stacyville,IA,0.0074929804534862865
23378,50477,Swaledale,IA,0.0012501722142558402
23379,50478,Thompson,IA,0.0044466036027962
23380,50479,Thornton,IA,0.0039487964240903384
23381,50480,Titonka,IA,0.005507647914799545
23383,50482,Ventura,IA,0.004159190822728087
23384,50483,Wesley,IA,0.003417518102109099
23385,50484,Woden,IA,0.0026324632550636315
23386,50501,Fort Dodge,IA,0.15755155331301904
23387,50510,Albert City,IA,0.005194487699408497
23388,50511,Algona,IA,0.04657074654956085
23389,50514,Armstrong,IA,0.0104900834797156
23390,50515,Ayrshire,IA,0.0018827724188922746
23391,50516,Badger,IA,0.00401724592220828
23392,50517,Bancroft,IA,0.0065016720066320135
23393,50518,Barnum,IA,0.0029136792734659736
23394,50519,Bode,IA,0.007246651505646173
23395,50520,Bradgate,IA,0.000661999843161857
23396,50521,Burnside,IA,0.0
23397,50522,Burt,IA,0.004508390255123379
23398,50523,Callender,IA,0.005205260727728984
23399,50524,Clare,IA,0.004914269881101751
23400,50525,Clarion,IA,0.02033764108561869
23402,50527,Curlew,IA,0.002156673836410348
23403,50528,Cylinder,IA,0.0009832060673955908
23404,50529,Dakota City,IA,0.005307736861444703
23405,50530,Dayton,IA,0.006278554328732749
23406,50531,Dolliver,IA,0.0012114596403178584
23407,50532,Duncombe,IA,0.005678744075999284
23408,50533,Eagle Grove,IA,0.03691675361175838
23409,50535,Early,IA,0.006900141154328733
23410,50536,Emmetsburg,IA,0.029445914869749654
23411,50538,Farnhamville,IA,0.0026836607277289834
23412,50539,Fenton,IA,0.0037373975129951606
23413,50540,Fonda,IA,0.0058629421341937025
23414,50541,Gilmore City,IA,0.005276614379817171
23415,50542,Goldfield,IA,0.0076769996863237135
23416,50543,Gowrie,IA,0.01360869392364223
23417,50544,Harcourt,IA,0.0028771784818067752
23418,50545,Hardy,IA,0.0
23419,50546,Havelock,IA,0.0010073170146979746
23420,50548,Humboldt,IA,0.03027285257214555
23421,50551,Jolley,IA,0.00013739242994562946
23423,50554,Laurens,IA,0.015485128741709984
23424,50556,Ledyard,IA,0.004158977576626636
23425,50557,Lehigh,IA,0.004313577475055267
23426,50558,Livermore,IA,0.006361162207982315
23427,50559,Lone Rock,IA,0.001493929243592042
23428,50560,Lu Verne,IA,0.00436542963942164
23429,50561,Lytton,IA,0.004059669905000896
23430,50562,Mallard,IA,0.002475073937981717
23431,50563,Manson,IA,0.014666519298560077
23432,50565,Marathon,IA,0.003735711597060405
23433,50566,Moorland,IA,0.0022013623289717393
23434,50567,Nemaha,IA,0.0021546191342534503
23435,50568,Newell,IA,0.010426093825058253
23436,50569,Otho,IA,0.004445402028439983
23437,50570,Ottosen,IA,0.0014552675210611219
23438,50571,Palmer,IA,0.0022792615164007883
23439,50573,Plover,IA,0.0006184892453844774
23440,50574,Pocahontas,IA,0.01163109187578419
23441,50575,Pomeroy,IA,0.00597282013652387
23442,50576,Rembrandt,IA,0.003731649937264743
23443,50577,Renwick,IA,0.004303463942164068
23444,50578,Ringsted,IA,0.004790616033339308
23445,50579,Rockwell City,IA,0.014873676321921492
23446,50581,Rolfe,IA,0.007511041300711
23447,50582,Rutland,IA,0.0016535356754496027
23448,50583,Sac City,IA,0.01792453271643664
23449,50585,Sioux Rapids,IA,0.00753543559777738
23450,50586,Somers,IA,0.0022052986825595983
23452,50588,Storm Lake,IA,0.074249193895262
23453,50590,Swea City,IA,0.004674716571070084
23454,50591,Thor,IA,0.004104459849435383
23456,50593,Varina,IA,0.00014723516759275855
23457,50594,Vincent,IA,0.0015118412797992472
23458,50595,Webster City,IA,0.06730708962179603
23459,50597,West Bend,IA,0.010699813174404016
23460,50598,Whittemore,IA,0.0055249273271793025
23461,50599,Woolstock,IA,0.005206973869271674
23462,50601,Ackley,IA,0.02068875803608771
23463,50602,Allison,IA,0.008021531935233315
23464,50603,Alta Vista,IA,0.004336710319949812
23465,50604,Aplington,IA,0.013707691808567842
23466,50605,Aredale,IA,0.002168334005496803
23467,50606,Arlington,IA,0.0053208149489155756
23468,50607,Aurora,IA,0.003430198624305431
23470,50609,Beaman,IA,0.002800690712194539
23471,50611,Bristow,IA,0.003866228266714465
23472,50612,Buckingham,IA,0.003689981101750613
23473,50613,Cedar Falls,IA,0.19465875145635417
23475,50616,Charles City,IA,0.07039711066798111
23476,50619,Clarksville,IA,0.01539707318067754
23477,50620,Colwell,IA,0.0007480223457011413
23478,50621,Conrad,IA,0.008424468548724385
23479,50622,Denver,IA,0.012501266342534505
23481,50624,Dike,IA,0.009690455437055627
23482,50625,Dumont,IA,0.006932210778514669
23483,50626,Dunkerton,IA,0.012007549130668581
23484,50627,Eldora,IA,0.02289131415426898
23485,50628,Elma,IA,0.008256816194658541
23486,50629,Fairbank,IA,0.01600961737766625
23487,50630,Fredericksburg,IA,0.01594612832496863
23489,50632,Garwin,IA,0.0069393819322459225
23490,50633,Geneva,IA,0.004943690213299875
23491,50634,Gilbertville,IA,0.005734970859473024
23492,50635,Gladbrook,IA,0.007507740222262054
23493,50636,Greene,IA,0.011891278305550576
23494,50638,Grundy Center,IA,0.018069522232180196
23495,50641,Hazleton,IA,0.014715711603035192
23496,50642,Holland,IA,0.001265666822011113
23497,50643,Hudson,IA,0.017996708956204817
23498,50644,Independence,IA,0.0507033214435084
23499,50645,Ionia,IA,0.007811552177809642
23500,50647,Janesville,IA,0.01736742971858756
23501,50648,Jesup,IA,0.023105590022106708
23503,50650,Lamont,IA,0.007009189968333632
23504,50651,La Porte City,IA,0.0382487144559957
23505,50652,Lincoln,IA,0.00046328814751747633
23506,50653,Marble Rock,IA,0.002497836156419908
23507,50654,Masonville,IA,0.004574256856067395
23508,50655,Maynard,IA,0.004242023212045169
23510,50658,Nashua,IA,0.017901132416203624
23511,50659,New Hampton,IA,0.044250431304893346
23512,50660,New Hartford,IA,0.007061591122961104
23514,50662,Oelwein,IA,0.046301398548126906
23515,50664,Oran,IA,0.0
23516,50665,Parkersburg,IA,0.026115567528529608
23517,50666,Plainfield,IA,0.010901130304116628
23518,50667,Raymond,IA,0.004944910700842445
23519,50668,Readlyn,IA,0.007316621321025274
23520,50669,Reinbeck,IA,0.01352100252135986
23521,50670,Shell Rock,IA,0.01342126552697616
23522,50671,Stanley,IA,0.0006822319188026528
23523,50672,Steamboat Rock,IA,0.003603010742665949
23524,50673,Stout,IA,0.0018260349315886958
23525,50674,Sumner,IA,0.019993503552010516
23526,50675,Traer,IA,0.011853218963972036
23527,50676,Tripoli,IA,0.01537186863834618
23528,50677,Waverly,IA,0.06873159060763577
23529,50680,Wellsburg,IA,0.008181649471231404
23530,50681,Westgate,IA,0.005190341358965168
23531,50682,Winthrop,IA,0.009898281044990142
23532,50701,Waterloo,IA,0.20986898020702635
23533,50702,Waterloo,IA,0.13941563205771643
23534,50703,Waterloo,IA,0.09690907558851647
23537,50707,Evansdale,IA,0.04539492796200036
23539,50801,Creston,IA,0.05660104684531278
23540,50830,Afton,IA,0.014288810850212105
23542,50833,Bedford,IA,0.015935668354543825
23543,50835,Benton,IA,5.288619525601959e-05
23544,50836,Blockton,IA,0.003340715181932246
23545,50837,Bridgewater,IA,0.003822536644858696
23546,50839,Carbon,IA,0.0
23547,50840,Clearfield,IA,0.002434457340025094
23548,50841,Corning,IA,0.021133684053295094
23549,50842,Cromwell,IA,0.0009324251658003228
23550,50843,Cumberland,IA,0.001765860984644799
23551,50845,Diagonal,IA,0.005005208751568381
23552,50846,Fontanelle,IA,0.006914649719185041
23553,50847,Grant,IA,0.00029829508723188146
23554,50848,Gravity,IA,0.0031597259290792857
23555,50849,Greenfield,IA,0.01664603044303041
23556,50851,Lenox,IA,0.011833645814662126
23557,50853,Massena,IA,0.0046663398503316005
23558,50854,Mount Ayr,IA,0.019855632071159705
23559,50857,Nodaway,IA,0.0011828941058732148
23560,50858,Orient,IA,0.005972594573400251
23561,50859,Prescott,IA,0.005439747117165561
23562,50860,Redding,IA,0.00026718952022465196
23563,50861,Shannon City,IA,0.0
23564,50862,Sharpsburg,IA,0.0030453986676226325
23565,50863,Tingley,IA,0.0007563521329987452
23566,50864,Villisca,IA,0.013422516355977774
23575,51001,Akron,IA,0.016464271171655616
23576,51002,Alta,IA,0.02011798155583438
23577,51003,Alton,IA,0.008348860886060822
23578,51004,Anthon,IA,0.011541137300591503
23579,51005,Aurelia,IA,0.005964994891557625
23580,51006,Battle Creek,IA,0.00860819886180319
23581,51007,Bronson,IA,0.0021999294228356335
23582,51008,Brunsville,IA,0.00031378831331779886
23583,51009,Calumet,IA,0.0005909157107008424
23584,51010,Castana,IA,0.0
23585,51011,Chatsworth,IA,0.0011190718916173747
23586,51012,Cherokee,IA,0.04426312227400371
23587,51014,Cleghorn,IA,0.0033142436234092133
23589,51016,Correctionville,IA,0.008460485381191372
23591,51018,Cushing,IA,0.001242267110294557
23592,51019,Danbury,IA,0.006548279001613193
23593,51020,Galva,IA,0.0041347700304714095
23594,51022,Granville,IA,0.004274442089382804
23595,51023,Hawarden,IA,0.024112751254705148
23596,51024,Hinton,IA,0.010540627751389139
23597,51025,Holstein,IA,0.012753958048037283
23598,51026,Hornick,IA,0.004777960611220649
23599,51027,Ireton,IA,0.007617898219513653
23600,51028,Kingsley,IA,0.011627517812331957
23601,51029,Larrabee,IA,0.0034042804265997494
23602,51030,Lawton,IA,0.009277832048754257
23603,51031,Le Mars,IA,0.07264219660333393
23604,51033,Linn Grove,IA,0.001994923298679572
23605,51034,Mapleton,IA,0.014644476859652268
23606,51035,Marcus,IA,0.008299142845193284
23607,51036,Maurice,IA,0.0064558579046424085
23608,51037,Meriden,IA,0.0017271668025930571
23609,51038,Merrill,IA,0.0224343729342176
23610,51039,Moville,IA,0.010427172411423793
23611,51040,Onawa,IA,0.024520111567186472
23612,51041,Orange City,IA,0.048780131744040146
23613,51044,Oto,IA,0.0007135869958773976
23615,51046,Paullina,IA,0.00953450878293601
23616,51047,Peterson,IA,0.003636769564438071
23617,51048,Pierson,IA,0.004211006632012905
23618,51049,Quimby,IA,0.0024918553623707955
23619,51050,Remsen,IA,0.0153769095357591
23620,51051,Rodney,IA,0.0004226664724861086
23621,51052,Salix,IA,0.008291629440759993
23622,51053,Schaller,IA,0.006009664441058733
23623,51054,Sergeant Bluff,IA,0.03543723285535042
23624,51055,Sloan,IA,0.008609054373543645
23625,51056,Smithland,IA,0.0014344625380892633
23627,51058,Sutherland,IA,0.004804842400071696
23629,51060,Ute,IA,0.0054404769403118836
23630,51061,Washta,IA,0.006689036332676107
23631,51062,Westfield,IA,0.006667230847822191
23632,51063,Whiting,IA,0.007231303513174404
23633,51101,Sioux City,IA,0.0037771510754615527
23635,51103,Sioux City,IA,0.096388924867061
23636,51104,Sioux City,IA,0.1413336485212404
23637,51105,Sioux City,IA,0.06089789478401147
23638,51106,Sioux City,IA,0.17375038991456052
23640,51108,Sioux City,IA,0.04164488894067037
23641,51109,Sioux City,IA,0.023420904905299637
23642,51111,Sioux City,IA,0.0
23643,51201,Sheldon,IA,0.04602937235167592
23644,51230,Alvord,IA,0.001923845926689371
23645,51231,Archer,IA,0.0017411118659257934
23646,51232,Ashton,IA,0.004747200687100436
23647,51234,Boyden,IA,0.008356134611937623
23648,51235,Doon,IA,0.012193789209535759
23649,51237,George,IA,0.013890471518193226
23650,51238,Hospers,IA,0.0022281776961223633
23651,51239,Hull,IA,0.015246573534683635
23652,51240,Inwood,IA,0.00889200638854036
23653,51241,Larchwood,IA,0.00878227904642409
23654,51242,Lester,IA,0.0005116168892274601
23655,51243,Little Rock,IA,0.007954184229551294
23656,51244,Matlock,IA,0.0005962314034773257
23657,51245,Primghar,IA,0.008447725058254167
23658,51246,Rock Rapids,IA,0.013370606294437476
23659,51247,Rock Valley,IA,0.020279768238035487
23660,51248,Sanborn,IA,0.009723946319531579
23661,51249,Sibley,IA,0.023333749937264746
23662,51250,Sioux Center,IA,0.03089445963434307
23663,51301,Spencer,IA,0.0928304531278007
23665,51331,Arnolds Park,IA,0.004026973221007349
23666,51333,Dickens,IA,0.003351316463523928
23667,51334,Estherville,IA,0.04503109921580928
23668,51338,Everly,IA,0.007248875331600646
23670,51341,Gillett Grove,IA,0.0003665089487363327
23671,51342,Graettinger,IA,0.009052771897592161
23672,51343,Greenville,IA,0.0007859819412081018
23674,51345,Harris,IA,0.004842996639182649
23675,51346,Hartley,IA,0.018706867754077792
23676,51347,Lake Park,IA,0.0074744701111310275
23678,51350,Melvin,IA,0.0019044363237139272
23679,51351,Milford,IA,0.027183010906972574
23680,51354,Ocheyedan,IA,0.008408990380593893
23681,51355,Okoboji,IA,0.005403074229252554
23682,51357,Royal,IA,0.003961646917010217
23683,51358,Ruthven,IA,0.006446827201708789
23684,51360,Spirit Lake,IA,0.052463652195734
23685,51363,Superior,IA,0.0009852892797394992
23686,51364,Terril,IA,0.005676707734360996
23687,51365,Wallingford,IA,0.0026197705682021867
23688,51366,Webb,IA,0.0014623329150982853
23689,51401,Carroll,IA,0.09096400071697436
23690,51430,Arcadia,IA,0.007017397852064288
23691,51431,Arthur,IA,0.002732359777737946
23693,51433,Auburn,IA,0.0037362196002867906
23694,51436,Breda,IA,0.004732579991934038
23695,51439,Charter Oak,IA,0.004874831531935233
23696,51440,Dedham,IA,0.0023682186174344266
23697,51441,Deloit,IA,0.0009244506930752225
23698,51442,Denison,IA,0.07761441103991157
23699,51443,Glidden,IA,0.01700197590069905
23700,51444,Halbur,IA,0.0010395006766445599
23701,51445,Ida Grove,IA,0.01590926913425345
23702,51446,Irwin,IA,0.006041800179243591
23703,51447,Kirkman,IA,0.0015812720320248549
23704,51448,Kiron,IA,0.003093126554938161
23705,51449,Lake City,IA,0.01510320748640736
23706,51450,Lake View,IA,0.015390142973651193
23707,51451,Lanesboro,IA,0.0002919317978132282
23709,51453,Lohrville,IA,0.00432530247804266
23710,51454,Manilla,IA,0.008404600398816992
23711,51455,Manning,IA,0.020153135261695643
23712,51458,Odebolt,IA,0.009689496468901238
23713,51459,Ralston,IA,0.0
23715,51461,Schleswig,IA,0.007015004987452948
23716,51462,Scranton,IA,0.007105062013801757
23717,51463,Templeton,IA,0.00165031351048575
23718,51465,Vail,IA,0.006465276221843819
23719,51466,Wall Lake,IA,0.004735086741948975
23720,51467,Westside,IA,0.005801756587202007
23722,51501,Council Bluffs,IA,0.22390997054131564
23724,51503,Council Bluffs,IA,0.2663643943866882
23725,51510,Carter Lake,IA,0.02276686036326702
23727,51520,Arion,IA,0.001708503502718528
23728,51521,Avoca,IA,0.008440454902312242
23729,51523,Blencoe,IA,0.0022895655344446443
23730,51525,Carson,IA,0.009700301735675453
23731,51526,Crescent,IA,0.0068237766624843176
