"GeoFips","GeoName","LineCode","Description","2016"
"17420","Cleveland, TN (Metropolitan Statistical Area)","1","RPPs: All items",83.4
"17420","Cleveland, TN (Metropolitan Statistical Area)","2","  RPPs: Goods",91.3
"17420","Cleveland, TN (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",66.4
"17420","Cleveland, TN (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.2
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)","1","RPPs: All items",90.2
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)","2","  RPPs: Goods",95.9
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",77.9
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)","4","  RPPs: Services: Other",90.9
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)","1","RPPs: All items",94.0
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",85.7
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)","1","RPPs: All items",93.3
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",87.4
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"17820","Colorado Springs, CO (Metropolitan Statistical Area)","1","RPPs: All items",99.6
"17820","Colorado Springs, CO (Metropolitan Statistical Area)","2","  RPPs: Goods",95.5
"17820","Colorado Springs, CO (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",104.8
"17820","Colorado Springs, CO (Metropolitan Statistical Area)","4","  RPPs: Services: Other",101.8
"17860","Columbia, MO (Metropolitan Statistical Area)","1","RPPs: All items",91.4
"17860","Columbia, MO (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"17860","Columbia, MO (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",77.7
"17860","Columbia, MO (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"17900","Columbia, SC (Metropolitan Statistical Area)","1","RPPs: All items",91.8
"17900","Columbia, SC (Metropolitan Statistical Area)","2","  RPPs: Goods",97.3
"17900","Columbia, SC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",80.4
"17900","Columbia, SC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"17980","Columbus, GA-AL (Metropolitan Statistical Area)","1","RPPs: All items",89.3
"17980","Columbus, GA-AL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.8
"17980","Columbus, GA-AL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.5
"17980","Columbus, GA-AL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"18020","Columbus, IN (Metropolitan Statistical Area)","1","RPPs: All items",88.8
"18020","Columbus, IN (Metropolitan Statistical Area)","2","  RPPs: Goods",92.9
"18020","Columbus, IN (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",80.8
"18020","Columbus, IN (Metropolitan Statistical Area)","4","  RPPs: Services: Other",90.2
"18140","Columbus, OH (Metropolitan Statistical Area)","1","RPPs: All items",93.0
"18140","Columbus, OH (Metropolitan Statistical Area)","2","  RPPs: Goods",96.9
"18140","Columbus, OH (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",84.2
"18140","Columbus, OH (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"18580","Corpus Christi, TX (Metropolitan Statistical Area)","1","RPPs: All items",93.4
"18580","Corpus Christi, TX (Metropolitan Statistical Area)","2","  RPPs: Goods",97.6
"18580","Corpus Christi, TX (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",86.5
"18580","Corpus Christi, TX (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"18700","Corvallis, OR (Metropolitan Statistical Area)","1","RPPs: All items",100.3
"18700","Corvallis, OR (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"18700","Corvallis, OR (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",110.9
"18700","Corvallis, OR (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","1","RPPs: All items",94.8
"18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","2","  RPPs: Goods",94.9
"18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",96.7
"18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"19060","Cumberland, MD-WV (Metropolitan Statistical Area)","1","RPPs: All items",88.1
"19060","Cumberland, MD-WV (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"19060","Cumberland, MD-WV (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",66.7
"19060","Cumberland, MD-WV (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","1","RPPs: All items",100.2
"19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","2","  RPPs: Goods",99.0
"19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",103.2
"19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","4","  RPPs: Services: Other",99.9
"19140","Dalton, GA (Metropolitan Statistical Area)","1","RPPs: All items",83.4
"19140","Dalton, GA (Metropolitan Statistical Area)","2","  RPPs: Goods",91.3
"19140","Dalton, GA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",65.9
"19140","Dalton, GA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.2
"19180","Danville, IL (Metropolitan Statistical Area)","1","RPPs: All items",80.4
"19180","Danville, IL (Metropolitan Statistical Area)","2","  RPPs: Goods",92.9
"19180","Danville, IL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",57.3
"19180","Danville, IL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",90.2
"19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)","1","RPPs: All items",91.3
"19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",81.2
"19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","1","RPPs: All items",90.2
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.1
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.1
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.5
"19380","Dayton, OH (Metropolitan Statistical Area)","1","RPPs: All items",90.0
"19380","Dayton, OH (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"19380","Dayton, OH (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.1
"19380","Dayton, OH (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"19460","Decatur, AL (Metropolitan Statistical Area)","1","RPPs: All items",84.3
"19460","Decatur, AL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"19460","Decatur, AL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",53.1
"19460","Decatur, AL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"19500","Decatur, IL (Metropolitan Statistical Area)","1","RPPs: All items",86.1
"19500","Decatur, IL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"19500","Decatur, IL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",57.9
"19500","Decatur, IL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","1","RPPs: All items",95.4
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",94.2
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","1","RPPs: All items",106.0
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","2","  RPPs: Goods",100.8
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",127.9
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","4","  RPPs: Services: Other",99.3
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","1","RPPs: All items",94.5
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","2","  RPPs: Goods",97.1
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",90.6
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.5
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","1","RPPs: All items",95.9
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","2","  RPPs: Goods",98.2
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",86.7
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","4","  RPPs: Services: Other",99.3
"20020","Dothan, AL (Metropolitan Statistical Area)","1","RPPs: All items",84.1
"20020","Dothan, AL (Metropolitan Statistical Area)","2","  RPPs: Goods",96.5
"20020","Dothan, AL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",57.1
"20020","Dothan, AL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.5
"20100","Dover, DE (Metropolitan Statistical Area)","1","RPPs: All items",94.4
"20100","Dover, DE (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"20100","Dover, DE (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",90.2
"20100","Dover, DE (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"20220","Dubuque, IA (Metropolitan Statistical Area)","1","RPPs: All items",91.5
"20220","Dubuque, IA (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"20220","Dubuque, IA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",77.7
"20220","Dubuque, IA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","1","RPPs: All items",90.3
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","2","  RPPs: Goods",96.9
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",75.6
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.3
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","1","RPPs: All items",95.2
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","2","  RPPs: Goods",97.7
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",93.3
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","1","RPPs: All items",97.1
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","2","  RPPs: Goods",98.0
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",91.1
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",100.6
"20740","Eau Claire, WI (Metropolitan Statistical Area)","1","RPPs: All items",91.2
"20740","Eau Claire, WI (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"20740","Eau Claire, WI (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",76.3
"20740","Eau Claire, WI (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"20940","El Centro, CA (Metropolitan Statistical Area)","1","RPPs: All items",89.3
"20940","El Centro, CA (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"20940","El Centro, CA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",71.6
"20940","El Centro, CA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","1","RPPs: All items",85.3
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","2","  RPPs: Goods",91.3
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.6
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.2
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","1","RPPs: All items",90.2
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.7
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"21300","Elmira, NY (Metropolitan Statistical Area)","1","RPPs: All items",95.3
"21300","Elmira, NY (Metropolitan Statistical Area)","2","  RPPs: Goods",98.0
"21300","Elmira, NY (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",82.4
"21300","Elmira, NY (Metropolitan Statistical Area)","4","  RPPs: Services: Other",100.6
"21340","El Paso, TX (Metropolitan Statistical Area)","1","RPPs: All items",88.7
"21340","El Paso, TX (Metropolitan Statistical Area)","2","  RPPs: Goods",97.8
"21340","El Paso, TX (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.2
"21340","El Paso, TX (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"21420","Enid, OK (Metropolitan Statistical Area)2/","1","RPPs: All items",90.4
"21420","Enid, OK (Metropolitan Statistical Area)2/","2","  RPPs: Goods",97.9
"21420","Enid, OK (Metropolitan Statistical Area)2/","3","  RPPs: Services: Rents",73.0
"21420","Enid, OK (Metropolitan Statistical Area)2/","4","  RPPs: Services: Other",93.4
"21500","Erie, PA (Metropolitan Statistical Area)","1","RPPs: All items",92.7
"21500","Erie, PA (Metropolitan Statistical Area)","2","  RPPs: Goods",98.0
"21500","Erie, PA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",73.4
"21500","Erie, PA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",100.6
"21660","Eugene, OR (Metropolitan Statistical Area)","1","RPPs: All items",97.8
"21660","Eugene, OR (Metropolitan Statistical Area)","2","  RPPs: Goods",95.4
"21660","Eugene, OR (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",96.6
"21660","Eugene, OR (Metropolitan Statistical Area)","4","  RPPs: Services: Other",102.0
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","1","RPPs: All items",89.4
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",68.3
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"21820","Fairbanks, AK (Metropolitan Statistical Area)","1","RPPs: All items",106.6
"21820","Fairbanks, AK (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"21820","Fairbanks, AK (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",147.7
"21820","Fairbanks, AK (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","1","RPPs: All items",92.6
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",82.1
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"22140","Farmington, NM (Metropolitan Statistical Area)","1","RPPs: All items",91.0
"22140","Farmington, NM (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"22140","Farmington, NM (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",73.3
"22140","Farmington, NM (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"22180","Fayetteville, NC (Metropolitan Statistical Area)","1","RPPs: All items",89.9
"22180","Fayetteville, NC (Metropolitan Statistical Area)","2","  RPPs: Goods",97.3
"22180","Fayetteville, NC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",76.5
"22180","Fayetteville, NC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"22220","Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)","1","RPPs: All items",89.5
"22220","Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)","2","  RPPs: Goods",97.6
"22220","Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",70.3
"22220","Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","1","RPPs: All items",98.0
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",101.0
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"22420","Flint, MI (Metropolitan Statistical Area)","1","RPPs: All items",90.4
"22420","Flint, MI (Metropolitan Statistical Area)","2","  RPPs: Goods",98.2
"22420","Flint, MI (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",66.8
"22420","Flint, MI (Metropolitan Statistical Area)","4","  RPPs: Services: Other",99.3
"22500","Florence, SC (Metropolitan Statistical Area)","1","RPPs: All items",85.5
"22500","Florence, SC (Metropolitan Statistical Area)","2","  RPPs: Goods",96.4
"22500","Florence, SC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",60.2
"22500","Florence, SC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.5
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","1","RPPs: All items",84.2
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",52.2
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","1","RPPs: All items",87.1
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","2","  RPPs: Goods",92.9
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",75.0
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","4","  RPPs: Services: Other",90.2
"22660","Fort Collins, CO (Metropolitan Statistical Area)","1","RPPs: All items",101.9
"22660","Fort Collins, CO (Metropolitan Statistical Area)","2","  RPPs: Goods",95.4
"22660","Fort Collins, CO (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",117.7
"22660","Fort Collins, CO (Metropolitan Statistical Area)","4","  RPPs: Services: Other",102.0
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","1","RPPs: All items",84.6
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","2","  RPPs: Goods",97.1
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",57.1
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","1","RPPs: All items",89.9
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",70.0
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"23420","Fresno, CA (Metropolitan Statistical Area)","1","RPPs: All items",96.3
"23420","Fresno, CA (Metropolitan Statistical Area)","2","  RPPs: Goods",95.4
"23420","Fresno, CA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",90.1
"23420","Fresno, CA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",102.0
"23460","Gadsden, AL (Metropolitan Statistical Area)","1","RPPs: All items",83.3
"23460","Gadsden, AL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"23460","Gadsden, AL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",51.5
"23460","Gadsden, AL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"23540","Gainesville, FL (Metropolitan Statistical Area)","1","RPPs: All items",94.3
"23540","Gainesville, FL (Metropolitan Statistical Area)","2","  RPPs: Goods",97.6
"23540","Gainesville, FL (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",90.5
"23540","Gainesville, FL (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"23580","Gainesville, GA (Metropolitan Statistical Area)","1","RPPs: All items",88.5
"23580","Gainesville, GA (Metropolitan Statistical Area)","2","  RPPs: Goods",91.3
"23580","Gainesville, GA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",81.0
"23580","Gainesville, GA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.2
"23900","Gettysburg, PA (Metropolitan Statistical Area)","1","RPPs: All items",96.1
"23900","Gettysburg, PA (Metropolitan Statistical Area)","2","  RPPs: Goods",98.0
"23900","Gettysburg, PA (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",85.8
"23900","Gettysburg, PA (Metropolitan Statistical Area)","4","  RPPs: Services: Other",100.6
"24020","Glens Falls, NY (Metropolitan Statistical Area)","1","RPPs: All items",96.4
"24020","Glens Falls, NY (Metropolitan Statistical Area)","2","  RPPs: Goods",98.0
"24020","Glens Falls, NY (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",87.2
"24020","Glens Falls, NY (Metropolitan Statistical Area)","4","  RPPs: Services: Other",100.6
"24140","Goldsboro, NC (Metropolitan Statistical Area)","1","RPPs: All items",86.8
"24140","Goldsboro, NC (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"24140","Goldsboro, NC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",63.3
"24140","Goldsboro, NC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","1","RPPs: All items",93.2
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","2","  RPPs: Goods",97.2
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",85.2
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.6
"24260","Grand Island, NE (Metropolitan Statistical Area)","1","RPPs: All items",85.9
"24260","Grand Island, NE (Metropolitan Statistical Area)","2","  RPPs: Goods",93.0
"24260","Grand Island, NE (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",67.6
"24260","Grand Island, NE (Metropolitan Statistical Area)","4","  RPPs: Services: Other",90.3
"24300","Grand Junction, CO (Metropolitan Statistical Area)","1","RPPs: All items",94.0
"24300","Grand Junction, CO (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"24300","Grand Junction, CO (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",86.4
"24300","Grand Junction, CO (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"24340","Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)","1","RPPs: All items",93.5
"24340","Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)","2","  RPPs: Goods",96.7
"24340","Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",87.0
"24340","Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.2
"24420","Grants Pass, OR (Metropolitan Statistical Area)","1","RPPs: All items",93.4
"24420","Grants Pass, OR (Metropolitan Statistical Area)","2","  RPPs: Goods",99.4
"24420","Grants Pass, OR (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",84.2
"24420","Grants Pass, OR (Metropolitan Statistical Area)","4","  RPPs: Services: Other",94.0
"24500","Great Falls, MT (Metropolitan Statistical Area)","1","RPPs: All items",92.6
"24500","Great Falls, MT (Metropolitan Statistical Area)","2","  RPPs: Goods",95.4
"24500","Great Falls, MT (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",75.2
"24500","Great Falls, MT (Metropolitan Statistical Area)","4","  RPPs: Services: Other",102.0
"24540","Greeley, CO (Metropolitan Statistical Area)","1","RPPs: All items",99.2
"24540","Greeley, CO (Metropolitan Statistical Area)","2","  RPPs: Goods",100.9
"24540","Greeley, CO (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",96.1
"24540","Greeley, CO (Metropolitan Statistical Area)","4","  RPPs: Services: Other",99.4
"24580","Green Bay, WI (Metropolitan Statistical Area)","1","RPPs: All items",91.1
"24580","Green Bay, WI (Metropolitan Statistical Area)","2","  RPPs: Goods",96.7
"24580","Green Bay, WI (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",76.8
"24580","Green Bay, WI (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.1
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","1","RPPs: All items",89.8
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","2","  RPPs: Goods",97.4
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.6
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"24780","Greenville, NC (Metropolitan Statistical Area)","1","RPPs: All items",88.1
"24780","Greenville, NC (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"24780","Greenville, NC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",67.8
"24780","Greenville, NC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"24860","Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)","1","RPPs: All items",89.6
"24860","Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)","2","  RPPs: Goods",97.6
"24860","Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.0
"24860","Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"25060","Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)","1","RPPs: All items",89.2
"25060","Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)","2","  RPPs: Goods",97.9
"25060","Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",72.6
"25060","Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)","4","  RPPs: Services: Other",93.4
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","1","RPPs: All items",100.5
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","2","  RPPs: Goods",105.4
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","3","  RPPs: Services: Rents",82.2
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","4","  RPPs: Services: Other",110.7
"25220","Hammond, LA (Metropolitan Statistical Area)","1","RPPs: All items",85.3
